,Unnamed: 0,e_form,e_hull,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
2481,2625,-1.834,0.196,12.925,0.0,5.996,6.187,6.968,90.0,90.0,90.0,-5.591
2482,2626,-0.71,0.5760000000000001,11.393,0.0,3.8480000000000003,3.8480000000000003,3.8480000000000003,90.0,90.0,90.0,-1.851
2483,2627,-2.59,0.192,13.283,0.0,5.659,5.817,8.07,90.0,90.0,90.0,-0.312
2484,2628,-2.769,0.268,17.012,0.448,6.029,6.029,6.029,64.5,64.5,64.5,-1.015
2485,2629,-1.87,0.182,14.047,1.521,5.571000000000001,5.888,8.565,90.0,90.0,90.0,-8.804
2486,2630,-2.135,0.746,9.661,0.0,3.642,3.642,3.642,90.0,90.0,90.0,3.221
2487,2631,-0.6679999999999999,1.556,11.909,0.0,3.905,3.905,3.905,90.0,90.0,90.0,-0.092
2488,2632,0.091,2.12,13.348,0.0,4.056,4.056,4.056,90.0,90.0,90.0,-8.792
2489,2633,-1.261,1.3119999999999998,7.859,0.0,3.4,3.4,3.4,90.0,90.0,90.0,2.549
2490,2634,-2.685,0.332,17.848,0.0,5.693,6.537999999999999,9.589,90.0,90.0,90.0,-16.578
2491,2635,-1.967,0.851,7.899,0.0,3.405,3.405,3.405,90.0,90.0,90.0,1.975
2492,2636,-0.3670000000000001,1.888,15.7,0.0,4.282,4.282,4.282,90.0,90.0,90.0,-8.918
2493,2638,-1.867,0.385,12.805,0.0,5.648,5.876,7.718,90.0,90.0,90.0,-9.563
2494,2639,-0.998,2.09,18.336,0.0,4.5089999999999995,4.5089999999999995,4.5089999999999995,90.0,90.0,90.0,-9.862
2495,2640,-1.027,1.247,9.741,0.0,3.6519999999999997,3.6519999999999997,3.6519999999999997,90.0,90.0,90.0,0.373
2496,2641,-2.265,0.223,10.911,0.0,5.348,5.687,7.1739999999999995,90.0,90.0,90.0,0.74
2497,2643,-2.069,0.118,12.309,1.077,5.03,5.226,5.754,77.3,109.0,68.7,-1.211
2498,2645,-1.634,1.598,14.812,0.0,4.2,4.2,4.2,90.0,90.0,90.0,-5.747999999999998
2499,2646,-2.865,0.34600000000000003,14.095999999999998,0.0,5.68,6.069,8.177,90.0,90.0,90.0,-12.689
2500,2647,-1.065,1.278,10.916,0.0,3.793,3.793,3.793,90.0,90.0,90.0,-0.263
2501,2648,-1.916,0.429,10.56,0.0,5.317,5.486000000000001,7.2410000000000005,90.0,90.0,90.0,-0.13
2502,2649,-1.426,1.767,15.942,0.0,4.303999999999999,4.303999999999999,4.303999999999999,90.0,90.0,90.0,-7.275
2503,2650,-1.053,1.213,10.89,0.0,3.79,3.79,3.79,90.0,90.0,90.0,1.286
2504,2651,-2.125,1.041,13.363,0.0,4.058,4.058,4.058,90.0,90.0,90.0,-0.26
2505,2652,-1.753,0.324,16.402,0.0,5.568,6.263,9.406,90.0,90.0,90.0,-10.886
2506,2653,-1.587,1.6369999999999998,15.056,0.0,4.2219999999999995,4.2219999999999995,4.2219999999999995,90.0,90.0,90.0,-6.107
2507,2654,-1.781,0.52,12.555,0.0,5.641,5.915,7.525,90.0,90.0,90.0,-5.317
2508,2655,-0.359,1.7819999999999998,11.999,0.0,3.915,3.915,3.915,90.0,90.0,90.0,-3.832
2509,2656,-2.079,0.618,17.934,2.177,6.353,6.353,6.353,59.5,59.5,59.5,-19.044
2510,2657,-2.776,0.406,15.771,0.398,5.843,5.843,5.843,65.4,65.4,65.4,-9.466
2511,2658,-2.634,0.103,9.588,2.594,4.772,5.138999999999999,7.819,90.0,90.0,90.0,-2.884
2512,2659,-1.776,1.48,14.095,0.0,4.131,4.131,4.131,90.0,90.0,90.0,-4.6110000000000015
2513,2660,-1.578,1.274,10.041,0.0,3.6889999999999996,3.6889999999999996,3.6889999999999996,90.0,90.0,90.0,-2.489
2514,2661,-1.285,1.223,10.92,0.0,3.7939999999999996,3.7939999999999996,3.7939999999999996,90.0,90.0,90.0,-1.475
2515,2662,-1.169,1.136,12.128,0.0,3.929,3.929,3.929,90.0,90.0,90.0,0.994
2516,2663,-2.492,0.214,13.091,2.6010000000000004,5.522,5.707999999999999,8.307,90.0,90.0,90.0,-10.647
2517,2664,-1.569,0.924,12.867,0.0,4.007,4.007,4.007,90.0,90.0,90.0,2.484
2518,2665,-1.15,1.975,17.42,0.0,4.433,4.433,4.433,90.0,90.0,90.0,-9.017
2519,2666,-0.956,1.307,9.814,0.0,3.661,3.661,3.661,90.0,90.0,90.0,-0.477
2520,2668,-0.491,1.666,11.861,0.0,3.9,3.9,3.9,90.0,90.0,90.0,-1.774
2521,2669,-1.584,1.138,16.702,0.0,4.371,4.371,4.371,90.0,90.0,90.0,3.096
2522,2670,-1.811,0.489,15.75,0.0,5.732,5.732,5.732,68.7,68.7,68.7,-9.306
2523,2671,-0.342,1.77,12.1,0.0,3.926,3.926,3.926,90.0,90.0,90.0,-1.843
2524,2672,-1.231,1.854,16.983,0.0,4.395,4.395,4.395,90.0,90.0,90.0,-8.55
2525,2673,-1.079,2.028,17.844,0.0,4.468,4.468,4.468,90.0,90.0,90.0,-9.427
2526,2674,-0.206,1.895,12.579,0.0,3.977,3.977,3.977,90.0,90.0,90.0,-4.7860000000000005
2527,2676,-2.5380000000000003,0.136,19.351,3.347,6.027,6.082999999999999,10.556,90.0,90.0,90.0,-21.272
2528,2677,-0.797,1.442,12.003,0.0,3.915,3.915,3.915,90.0,90.0,90.0,-0.7490000000000001
2529,2678,-0.531,1.607,11.728,0.0,3.885,3.885,3.885,90.0,90.0,90.0,-1.3769999999999998
2530,2679,-0.644,1.528,11.627,0.0,3.8739999999999997,3.8739999999999997,3.8739999999999997,90.0,90.0,90.0,-1.403
2531,2680,-0.672,1.584,13.717,0.0,4.093,4.093,4.093,90.0,90.0,90.0,0.34
2532,2681,-1.948,1.21,12.386,0.0,3.9560000000000004,3.9560000000000004,3.9560000000000004,90.0,90.0,90.0,-2.4290000000000003
2533,2682,-1.605,1.101,9.385,0.0,3.6069999999999998,3.6069999999999998,3.6069999999999998,90.0,90.0,90.0,2.974
2534,2683,-1.28,1.877,16.675,0.0,4.369,4.369,4.369,90.0,90.0,90.0,-8.22
2535,2684,-1.961,0.355,12.934,0.0,5.735,6.622000000000001,6.811,90.0,90.0,90.0,1.467
2536,2685,-2.7030000000000003,0.318,15.624,0.0,5.672000000000001,6.2170000000000005,8.862,90.0,90.0,90.0,-14.053
2537,2686,-1.727,0.895,12.692,0.0,3.989,3.989,3.989,90.0,90.0,90.0,2.888
2538,2687,-1.352,1.721,15.634,0.0,4.276,4.276,4.276,90.0,90.0,90.0,-6.862
2539,2688,-0.871,1.367,11.765,0.0,3.889,3.889,3.889,90.0,90.0,90.0,-0.583
2540,2689,-0.39,1.791,14.536,0.0,4.173,4.173,4.173,90.0,90.0,90.0,-3.04
2541,2690,-1.781,1.6230000000000002,18.639,0.0,4.534,4.534,4.534,90.0,90.0,90.0,-4.59
2542,2691,-1.98,0.877,11.393,0.0,3.8480000000000003,3.8480000000000003,3.8480000000000003,90.0,90.0,90.0,1.931
2543,2692,-1.642,0.6459999999999999,15.555,0.293,5.662000000000001,5.662000000000001,5.662000000000001,70.2,70.2,70.2,-9.673
2544,2693,-1.694,1.5530000000000002,14.535,0.0,4.173,4.173,4.173,90.0,90.0,90.0,-5.3
2545,2694,-1.791,1.362,16.166,0.0,4.324,4.324,4.324,90.0,90.0,90.0,3.006
2546,2695,-1.581,0.981,11.034,0.0,3.807,3.807,3.807,90.0,90.0,90.0,1.403
2547,2696,-1.186,1.123,12.214,0.0,3.938,3.938,3.938,90.0,90.0,90.0,1.156
2548,2697,-1.5119999999999998,1.68,15.345999999999998,0.0,4.249,4.249,4.249,90.0,90.0,90.0,-6.49
2549,2698,-2.874,0.28300000000000003,12.862,0.0,5.65,5.796,7.855,90.0,90.0,90.0,-10.296
2550,2699,-0.866,1.4580000000000002,10.77,0.0,3.7760000000000002,3.7760000000000002,3.7760000000000002,90.0,90.0,90.0,-4.159
2551,2700,-1.931,1.11,13.905,0.0,4.112,4.112,4.112,90.0,90.0,90.0,-1.584
2552,2701,-2.374,1.226,20.452,0.0,4.676,4.676,4.676,90.0,90.0,90.0,1.695
2553,2702,-1.903,0.076,13.295,0.0,5.569,5.992000000000001,7.968999999999999,90.0,90.0,90.0,0.039
2554,2703,-3.513,-0.03,10.645,4.598,5.297000000000001,5.297000000000001,5.297000000000001,60.6,60.6,60.6,6.454
2555,2704,-2.055,0.563,13.12,0.0,4.033,4.033,4.033,90.0,90.0,90.0,2.687
2556,2705,-1.943,0.08199999999999999,13.675,0.853,5.682,6.525,7.377000000000001,90.0,90.0,90.0,-0.053
2557,2706,-2.431,0.867,8.908999999999997,2.497,3.545,3.545,3.545,90.0,90.0,90.0,5.021
2558,2707,-2.701,0.287,19.582,0.0,6.117999999999999,6.117999999999999,10.463,90.0,90.0,90.0,-5.358
2559,2708,-2.709,0.35100000000000003,9.542,0.0,3.627,3.627,3.627,90.0,90.0,90.0,-0.443
2560,2709,-1.711,0.836,16.618,0.0,4.364,4.364,4.364,90.0,90.0,90.0,1.33
2561,2710,-2.323,0.8290000000000001,14.231,0.0,4.144,4.144,4.144,90.0,90.0,90.0,-2.032
2562,2711,-1.764,0.604,13.994000000000002,0.0,4.121,4.121,4.121,90.0,90.0,90.0,-0.394
2563,2712,-2.517,1.054,18.828,0.73,4.5489999999999995,4.5489999999999995,4.5489999999999995,90.0,90.0,90.0,2.475
2564,2713,-2.456,0.002,11.251,0.0,5.348,5.485,7.671,90.0,90.0,90.0,3.124
2565,2714,-3.122,-0.071,11.777,2.29,5.426,5.602,7.747999999999999,90.0,90.0,90.0,4.678
2566,2716,-2.185,0.07400000000000001,11.2,0.0,5.372999999999999,5.466,7.627000000000001,90.0,90.0,90.0,1.235
2567,2717,-3.089,0.6459999999999999,15.73,1.704,4.285,4.285,4.285,90.0,90.0,90.0,4.401
2568,2718,-3.182,0.5760000000000001,15.243,1.892,4.24,4.24,4.24,90.0,90.0,90.0,4.6389999999999985
2569,2719,-2.325,0.907,15.669,0.0,4.279,4.279,4.279,90.0,90.0,90.0,-1.378
2570,2720,-2.7060000000000004,-0.036000000000000004,11.914,1.081,5.431,5.648,7.769,90.0,90.0,90.0,3.83
2571,2721,-2.891,0.001,11.664,3.895,5.426,5.556,7.7379999999999995,90.0,90.0,90.0,4.8610000000000015
2572,2722,-2.98,0.726,16.298,1.412,4.335,4.335,4.335,90.0,90.0,90.0,4.0710000000000015
2573,2723,-2.51,0.208,12.733,0.0,5.5,5.835,7.935,90.0,90.0,90.0,3.182
2574,2724,-3.386,0.152,13.366,0.0,5.627999999999999,5.94,7.996,90.0,90.0,90.0,5.015
2575,2725,-1.361,0.6940000000000001,14.94,0.0,4.212,4.212,4.212,90.0,90.0,90.0,-0.37
2576,2726,-3.137,0.61,15.48,1.702,4.262,4.262,4.262,90.0,90.0,90.0,4.513
2577,2727,-2.72,0.013,13.73,2.935,5.643,5.947,8.183,90.0,90.0,90.0,3.394
2578,2728,-2.202,0.087,12.385,0.905,5.367999999999999,5.917999999999999,7.797000000000001,90.0,90.0,90.0,-0.008
2579,2729,-1.943,0.445,19.02,0.0,6.166,6.251,9.869,90.0,90.0,90.0,-3.388
2580,2730,-2.638,1.028,18.563,0.693,4.5280000000000005,4.5280000000000005,4.5280000000000005,90.0,90.0,90.0,2.384
2581,2731,-2.215,0.306,11.164,0.0,5.131,5.813,7.487,90.0,90.0,90.0,-0.755
2582,2732,-3.769,0.022,14.002,5.041,5.699,5.95,8.258,90.0,90.0,90.0,4.963
2583,2733,-2.857,0.194,12.04,0.0,5.382999999999999,5.771,7.751,90.0,90.0,90.0,-0.68
2584,2734,-2.885,0.001,11.967,0.0,5.428,5.715,7.716,90.0,90.0,90.0,3.843
2585,2735,-2.612,0.212,12.936,0.0,5.511,5.905,7.95,90.0,90.0,90.0,2.722
2586,2736,-1.581,0.826,12.612,0.0,3.98,3.98,3.98,90.0,90.0,90.0,-1.997
2587,2737,-2.928,0.197,13.023,0.0,5.513,6.022,7.845,90.0,90.0,90.0,3.94
2588,2738,-2.692,0.928,17.831,0.935,4.467,4.467,4.467,90.0,90.0,90.0,3.107
2589,2739,-2.3280000000000003,0.042,11.089,0.0,5.37,5.42,7.62,90.0,90.0,90.0,1.425
2590,2740,-2.752,0.7979999999999999,17.182000000000002,0.0,4.412,4.412,4.412,90.0,90.0,90.0,3.451
2591,2741,-1.83,0.551,12.488,0.0,3.967,3.967,3.967,90.0,90.0,90.0,1.019
2592,2742,-2.533,0.672,17.909000000000006,0.0,4.474,4.474,4.474,90.0,90.0,90.0,3.571
2593,2744,-2.142,0.047,12.681,0.0,5.517,5.9510000000000005,7.726,90.0,90.0,90.0,0.583
2594,2745,-2.78,0.8690000000000001,17.36,1.128,4.428,4.428,4.428,90.0,90.0,90.0,3.35
2595,2746,-2.611,0.987,18.292,0.745,4.505,4.505,4.505,90.0,90.0,90.0,2.807
2596,2747,-1.7080000000000002,0.537,13.203,0.0,4.042,4.042,4.042,90.0,90.0,90.0,0.171
2597,2748,-2.7960000000000003,0.831,16.916,0.0,4.39,4.39,4.39,90.0,90.0,90.0,2.71
2598,2749,-0.738,1.64,16.527,0.0,4.356,4.356,4.356,90.0,90.0,90.0,-2.81
2599,2750,-2.042,0.546,12.558,0.0,3.975,3.975,3.975,90.0,90.0,90.0,1.361
2600,2751,-2.336,-0.059,12.251,0.7290000000000001,5.385,5.8389999999999995,7.792999999999999,90.0,90.0,90.0,0.6809999999999999
2601,2752,-2.339,0.041,12.234000000000002,0.0,5.347,5.888,7.772,90.0,90.0,90.0,1.544
2602,2753,-1.914,0.764,15.219,0.0,4.238,4.238,4.238,90.0,90.0,90.0,1.8
2603,2754,-3.736,-0.022,12.923,4.473,5.565,5.8020000000000005,8.004,90.0,90.0,90.0,5.348
2604,2755,-2.679,0.614,10.671,0.0,3.765,3.765,3.765,90.0,90.0,90.0,4.689
2605,2756,-2.834,0.8270000000000001,17.064,1.318,4.402,4.402,4.402,90.0,90.0,90.0,0.939
2606,2757,-2.162,0.615,14.186,0.0,4.138999999999999,4.138999999999999,4.138999999999999,90.0,90.0,90.0,2.655
2607,2758,-1.908,1.143,16.974,0.0,4.395,4.395,4.395,90.0,90.0,90.0,-2.383
2608,2759,-2.929,0.32299999999999995,12.886,0.0,5.499,6.015,7.792000000000001,90.0,90.0,90.0,4.009
2609,2760,-2.905,0.685,16.004,1.693,4.309,4.309,4.309,90.0,90.0,90.0,4.27
2610,2761,-2.469,0.107,12.448,0.0,5.39,5.917999999999999,7.805,90.0,90.0,90.0,2.231
2611,2762,-1.602,0.887,15.437,0.0,4.258,4.258,4.258,90.0,90.0,90.0,1.4240000000000002
2612,2763,-2.9330000000000003,0.816,18.964,0.0,4.56,4.56,4.56,90.0,90.0,90.0,3.009
2613,2764,-3.3960000000000004,0.023,12.138,0.0,5.457000000000001,5.7,7.803999999999999,90.0,90.0,90.0,5.207000000000002
2614,2765,-2.226,0.053,14.802,1.178,5.739,6.1129999999999995,8.439,90.0,90.0,90.0,1.067
2615,2766,-3.239,0.537,14.978,1.895,4.215,4.215,4.215,90.0,90.0,90.0,4.762
2616,2767,-2.7310000000000003,0.7979999999999999,17.191,0.0,4.413,4.413,4.413,90.0,90.0,90.0,2.91
2617,2768,-3.196,-0.071,12.091,1.214,5.452999999999999,5.702999999999999,7.776,90.0,90.0,90.0,4.373
2618,2769,-2.336,0.589,12.683,0.0,3.988,3.988,3.988,90.0,90.0,90.0,2.322
2619,2770,-3.065,0.649,15.735,1.82,4.285,4.285,4.285,90.0,90.0,90.0,4.343
2620,2771,-2.55,0.726,14.1,0.0,4.131,4.131,4.131,90.0,90.0,90.0,-1.216
2621,2772,-2.377,0.157,11.958,0.0,5.395,5.75,7.711,90.0,90.0,90.0,0.328
2622,2773,-3.332,0.155,13.622,0.0,5.643,6.144,7.858,90.0,90.0,90.0,4.658
2623,2774,-2.0380000000000003,0.327,16.180999999999994,0.0,6.367000000000001,6.367000000000001,6.367000000000001,55.1,55.1,55.1,-5.89
2624,2775,-0.3720000000000001,0.237,10.552,0.0,5.122000000000001,5.3229999999999995,7.7410000000000005,90.0,90.0,90.0,-4.487
2625,2777,-0.43,0.995,10.247,0.0,3.714,3.714,3.714,90.0,90.0,90.0,-3.104
2626,2779,-0.476,1.3730000000000002,7.552,0.0,3.355,3.355,3.355,90.0,90.0,90.0,-4.481
2627,2794,-0.499,1.07,10.832,0.0,3.783,3.783,3.783,90.0,90.0,90.0,-5.002
2628,2797,-1.744,1.056,13.216,0.0,4.043,4.043,4.043,90.0,90.0,90.0,-2.313
2629,2798,-0.329,0.35,11.651,0.0,5.311,5.468999999999999,8.022,90.0,90.0,90.0,-4.232
2630,2807,-0.583,1.013,9.523,0.0,3.625,3.625,3.625,90.0,90.0,90.0,-3.746
2631,2808,-1.063,0.743,11.429,0.0,3.852,3.852,3.852,90.0,90.0,90.0,0.705
2632,2810,-1.4880000000000002,0.775,12.449000000000002,0.0,3.963,3.963,3.963,90.0,90.0,90.0,1.244
2633,2817,0.049,0.805,11.788,0.0,3.892,3.892,3.892,90.0,90.0,90.0,-0.931
2634,2823,-0.747,0.775,11.388,0.0,3.847,3.847,3.847,90.0,90.0,90.0,0.228
2635,2824,-0.227,0.893,11.537,0.0,3.864,3.864,3.864,90.0,90.0,90.0,-0.282
2636,2826,-0.607,0.916,12.185,0.0,3.935,3.935,3.935,90.0,90.0,90.0,-1.081
2637,2828,-1.453,0.91,8.536,0.0,3.495,3.495,3.495,90.0,90.0,90.0,0.759
2638,2831,-1.477,0.315,13.998,0.0,5.401,5.985,8.661,90.0,90.0,90.0,-8.413
2639,2832,-1.737,0.738,12.189,0.0,3.935,3.935,3.935,90.0,90.0,90.0,2.05
2640,2842,-0.276,1.681,17.717,0.0,4.458,4.458,4.458,90.0,90.0,90.0,-7.997999999999998
2641,2846,-1.5490000000000002,1.128,13.856,0.0,4.107,4.107,4.107,90.0,90.0,90.0,-2.937
2642,2847,-2.417,1.113,20.378,0.0,4.671,4.671,4.671,90.0,90.0,90.0,1.788
2643,2848,-1.625,0.7070000000000001,13.411,0.0,4.063,4.063,4.063,90.0,90.0,90.0,0.195
2644,2849,-3.502,-0.129,10.629,2.622,5.307,5.307,5.307,60.2,60.2,60.2,6.44
2645,2850,-2.088,0.62,13.292,0.0,4.051,4.051,4.051,90.0,90.0,90.0,2.908
2646,2851,-1.5019999999999998,0.818,14.095,0.0,4.131,4.131,4.131,90.0,90.0,90.0,0.659
2647,2852,-2.414,0.6990000000000001,9.112,0.0,3.572,3.572,3.572,90.0,90.0,90.0,4.958
2648,2854,-3.0380000000000003,0.375,9.277,2.095,5.069,5.077,7.21,90.0,90.0,90.0,1.432
2649,2859,-2.318,0.406,10.705,0.0,3.7689999999999997,3.7689999999999997,3.7689999999999997,90.0,90.0,90.0,2.922
2650,2860,-3.083,-0.029,11.729,1.131,5.441,5.555,7.761,90.0,90.0,90.0,4.8660000000000005
2651,2862,-2.167,0.381,11.005999999999998,0.0,5.365,5.365,5.365,60.3,60.3,60.3,1.586
2652,2864,-3.699,-0.01,14.56,2.83,5.781000000000001,6.07,8.298,90.0,90.0,90.0,5.227
2653,2866,-2.74,0.094,12.033,1.35,5.357,5.983,7.5089999999999995,90.0,90.0,90.0,4.556
2654,2867,-2.862,0.065,11.752,2.042,5.468,5.5360000000000005,7.765,90.0,90.0,90.0,4.907
2655,2868,-3.028,0.609,16.325,1.517,4.338,4.338,4.338,90.0,90.0,90.0,4.648
2656,2869,-2.482,0.311,12.842,0.0,5.546,5.821000000000001,7.955,90.0,90.0,90.0,3.955
2657,2871,-1.405,1.003,14.99,0.0,4.216,4.216,4.216,90.0,90.0,90.0,-0.284
2658,2874,-1.806,0.7390000000000001,12.77,0.0,3.997,3.997,3.997,90.0,90.0,90.0,0.15
2659,2877,-2.336,0.596,9.578,0.0,3.6310000000000002,3.6310000000000002,3.6310000000000002,90.0,90.0,90.0,-1.828
2660,2879,-3.275,0.129,11.58,2.262,5.343999999999999,5.678999999999999,7.631,90.0,90.0,90.0,-0.126
2661,2880,-2.843,0.198,11.863,0.0,5.462999999999999,5.462999999999999,5.462999999999999,61.3,61.3,61.3,5.185
2662,2881,-2.568,0.304,12.707,0.0,5.374,6.019,7.857,90.0,90.0,90.0,2.474
2663,2882,-2.6260000000000003,0.225,13.281,1.515,5.475,5.6770000000000005,8.546,90.0,90.0,90.0,-4.152
2664,2883,-2.895,0.193,13.013,0.0,5.49,6.062,7.82,90.0,90.0,90.0,3.591
2665,2885,-2.622,0.101,11.519,2.162,5.277,5.782,7.551,90.0,90.0,90.0,3.2510000000000003
2666,2887,-1.846,0.728,12.609000000000002,0.0,3.98,3.98,3.98,90.0,90.0,90.0,0.907
2667,2888,-2.557,0.599,18.079,0.0,4.488,4.488,4.488,90.0,90.0,90.0,3.381
2668,2889,-1.663,1.091,15.018,0.0,4.218999999999999,4.218999999999999,4.218999999999999,90.0,90.0,90.0,0.633
2669,2890,-1.89,0.596,12.79,0.0,3.9989999999999997,3.9989999999999997,3.9989999999999997,90.0,90.0,90.0,0.725
2670,2893,-1.74,0.723,13.306,0.0,4.052,4.052,4.052,90.0,90.0,90.0,0.289
2671,2897,-2.012,0.525,12.451,0.0,3.963,3.963,3.963,90.0,90.0,90.0,1.574
2672,2898,-2.066,0.54,12.38,0.0,3.9560000000000004,3.9560000000000004,3.9560000000000004,90.0,90.0,90.0,1.5419999999999998
2673,2899,-1.933,0.82,15.395,0.0,4.254,4.254,4.254,90.0,90.0,90.0,2.0580000000000003
2674,2900,-3.713,-0.069,13.01,2.627,5.587000000000001,5.82,8.002,90.0,90.0,90.0,5.6
2675,2901,-2.702,0.447,11.51,0.0,3.576,3.576,4.499,90.0,90.0,90.0,4.25
2676,2903,-2.175,0.6659999999999999,14.382,0.0,4.158,4.158,4.158,90.0,90.0,90.0,2.714
2677,2904,-1.957,1.461,17.004,0.0,4.397,4.397,4.397,90.0,90.0,90.0,-2.042
2678,2905,-2.893,0.209,12.8,0.0,5.371,5.371,5.371,67.9,67.9,67.9,3.44
2679,2906,-2.9530000000000003,0.568,16.029,1.5419999999999998,4.311,4.311,4.311,90.0,90.0,90.0,4.487
2680,2907,-2.457,0.28,12.416,0.0,5.301,6.034,7.763999999999999,90.0,90.0,90.0,2.192
2681,2908,-1.611,1.005,15.661,0.0,4.2780000000000005,4.2780000000000005,4.2780000000000005,90.0,90.0,90.0,1.462
2682,2909,-2.968,0.735,19.029,0.0,4.565,4.565,4.565,90.0,90.0,90.0,3.165
2683,2910,-3.374,-0.051,12.298,0.0,5.485,5.712999999999999,7.849,90.0,90.0,90.0,5.167999999999998
2684,2911,-2.175,0.397,14.89,0.0,5.7860000000000005,6.192,8.312000000000001,90.0,90.0,90.0,1.144
2685,2914,-3.164,-0.033,12.126,1.129,5.462000000000001,5.707000000000001,7.781000000000001,90.0,90.0,90.0,4.508
2686,2915,-2.323,0.557,12.800999999999998,0.0,4.0,4.0,4.0,90.0,90.0,90.0,1.896
2687,2917,-2.613,1.016,14.146,0.0,4.136,4.136,4.136,90.0,90.0,90.0,-0.865
2688,2918,-2.285,0.601,11.603,0.0,3.8710000000000004,3.8710000000000004,3.8710000000000004,90.0,90.0,90.0,0.507
2689,2919,-3.3110000000000004,0.073,13.646,0.0,5.662000000000001,6.14,7.851,90.0,90.0,90.0,4.437
2690,2920,-1.968,0.345,17.298,0.0,6.186,6.51,8.59,90.0,90.0,90.0,-4.356
2691,2921,-0.609,0.3720000000000001,13.329,0.0,5.268,5.685,8.902000000000001,90.0,90.0,90.0,-10.331
2692,2922,-0.947,1.208,9.843,0.0,3.665,3.665,3.665,90.0,90.0,90.0,-1.778
2693,2923,0.242,1.4880000000000002,11.602,0.0,3.8710000000000004,3.8710000000000004,3.8710000000000004,90.0,90.0,90.0,-0.669
2694,2924,1.028,2.009,13.296,0.0,4.051,4.051,4.051,90.0,90.0,90.0,-9.276
2695,2925,-0.063,1.771,7.7360000000000015,0.0,3.3819999999999997,3.3819999999999997,3.3819999999999997,90.0,90.0,90.0,-0.484
2696,2926,0.843,0.069,19.177,0.0,4.577,4.577,4.577,90.0,90.0,90.0,-16.217
2697,2927,-0.5820000000000001,1.3019999999999998,7.92,0.0,3.408,3.408,3.408,90.0,90.0,90.0,-2.969
2698,2928,0.46,1.72,15.183,0.0,4.234,4.234,4.234,90.0,90.0,90.0,-3.381
2699,2930,0.818,2.059,13.653,0.0,4.087,4.087,4.087,90.0,90.0,90.0,-11.245
2700,2931,-0.142,2.141,18.387,0.0,4.513,4.513,4.513,90.0,90.0,90.0,-10.607
2701,2932,0.191,1.398,9.924,0.0,3.675,3.675,3.675,90.0,90.0,90.0,-2.69
2702,2933,-0.401,1.3630000000000002,11.049,0.0,3.8089999999999997,3.8089999999999997,3.8089999999999997,90.0,90.0,90.0,-2.734
2703,2935,0.457,1.5019999999999998,10.312,0.0,3.722,3.722,3.722,90.0,90.0,90.0,-6.332000000000002
2704,2936,-0.568,1.88,15.613,0.0,4.274,4.274,4.274,90.0,90.0,90.0,-8.644
2705,2937,-0.6459999999999999,1.825,15.148,0.0,4.231,4.231,4.231,90.0,90.0,90.0,-8.154
2706,2938,0.193,0.259,15.591,0.0,4.272,4.272,4.272,90.0,90.0,90.0,-13.844
2707,2939,-0.009000000000000001,1.338,11.12,0.0,3.8169999999999997,3.8169999999999997,3.8169999999999997,90.0,90.0,90.0,-4.938
2708,2940,-0.195,1.378,11.048,0.0,3.8080000000000003,3.8080000000000003,3.8080000000000003,90.0,90.0,90.0,-4.119
2709,2941,-0.48,1.96,16.143,0.0,4.322,4.322,4.322,90.0,90.0,90.0,-9.147
2710,2942,-0.135,1.347,10.679,0.0,3.766,3.766,3.766,90.0,90.0,90.0,0.78
2711,2943,-1.262,1.39,13.403,0.0,4.062,4.062,4.062,90.0,90.0,90.0,-2.052
2712,2944,1.156,2.137,14.318,0.0,4.152,4.152,4.152,90.0,90.0,90.0,-11.671
2713,2945,-0.608,1.852,15.37,0.0,4.252,4.252,4.252,90.0,90.0,90.0,-8.396
2714,2946,0.256,1.7009999999999998,13.746,0.0,4.096,4.096,4.096,90.0,90.0,90.0,-7.489
2715,2947,0.55,1.5659999999999998,12.036,0.0,3.9189999999999996,3.9189999999999996,3.9189999999999996,90.0,90.0,90.0,-3.448
2716,2948,1.634,0.13,16.038,0.0,4.312,4.312,4.312,90.0,90.0,90.0,-20.671
2717,2949,-0.277,2.187,17.899,0.0,4.473,4.473,4.473,90.0,90.0,90.0,-10.318
2718,2950,-1.276,0.299,9.131,0.0,5.131,5.457000000000001,6.522,90.0,90.0,90.0,-7.455
2719,2951,-0.762,1.741,14.454,0.0,4.165,4.165,4.165,90.0,90.0,90.0,-7.387
2720,2952,-0.243,1.633,10.116,0.0,3.698,3.698,3.698,90.0,90.0,90.0,-7.198
2721,2954,-0.36,1.371,12.07,0.0,3.9219999999999997,3.9219999999999997,3.9219999999999997,90.0,90.0,90.0,0.921
2722,2955,1.098,0.213,11.269,0.0,3.8339999999999996,3.8339999999999996,3.8339999999999996,90.0,90.0,90.0,-15.995
2723,2956,-0.7809999999999999,1.375,12.809,0.0,4.001,4.001,4.001,90.0,90.0,90.0,1.845
2724,2957,-0.262,2.1180000000000003,17.487000000000002,0.0,4.438,4.438,4.438,90.0,90.0,90.0,-10.179
2725,2958,0.303,1.497,10.101,0.0,3.696,3.696,3.696,90.0,90.0,90.0,-4.5680000000000005
2726,2959,-0.81,1.764,15.909,0.0,4.301,4.301,4.301,90.0,90.0,90.0,-4.987
2727,2960,0.35100000000000003,1.3969999999999998,11.843,0.0,3.898,3.898,3.898,90.0,90.0,90.0,-2.406
