,Unnamed: 0,pf_n,pf_p,s_n,s_p,m_n,m_p
5173,5209,0.973,0.0374,-384.0,810.0,0.429,26.1
5174,5210,0.635,0.389,-643.0,644.0,2.57,8.76
5175,5211,0.0217,0.124,-787.0,765.0,148.0,26.2
5176,5212,0.836,0.0256,-433.0,806.0,0.633,274.0
5177,5213,0.0571,0.0406,-767.0,739.0,397.0,43.4
5178,5214,1.07,0.12,-388.0,677.0,0.4,77.3
5179,5215,0.7909999999999999,0.19,-444.0,742.0,0.76,2.96
5180,5216,0.892,0.0666,-402.0,689.0,0.515,16.7
5181,5217,0.631,0.923,-664.0,597.0,4.68,1.81
5182,5218,0.93,0.221,-389.0,669.0,0.47,4.07
5183,5219,1.05,0.306,-335.0,575.0,0.301,2.53
5184,5220,0.219,0.0191,-676.0,844.0,5.97,72.1
5185,5221,1.6,0.423,-590.0,737.0,0.612,2.32
5186,5222,0.91,0.451,-445.0,723.0,7720.0,585.0
5187,5223,0.226,0.0525,-679.0,694.0,7.96,65.9
5188,5224,1.33,0.589,-598.0,581.0,2.39,3.11
5189,5225,0.203,0.0691,-629.0,713.0,5.71,16.2
5190,5226,0.0616,0.023,-625.0,703.0,32.8,259.0
5191,5227,0.173,0.531,-746.0,578.0,9.6,3.52
5192,5228,0.0546,0.0414,-726.0,723.0,29.9,517.0
5193,5229,0.0971,0.00889,-710.0,720.0,26.9,163.0
5194,5230,0.0259,0.0221,-738.0,740.0,101.0,139.0
5195,5231,0.89,0.0677,-402.0,633.0,0.512,7.46
5196,5232,0.934,0.244,-400.0,583.0,0.524,6.8
5197,5233,0.857,0.136,-422.0,691.0,0.597,8.72
5198,5234,0.674,0.524,-644.0,662.0,3.4,6.72
5199,5235,0.866,0.411,-398.0,571.0,0.527,5.78
5200,5236,0.8540000000000001,0.748,-463.0,484.0,0.89,0.907
5201,5237,1.62,0.527,-657.0,735.0,0.75,2.31
5202,5238,0.926,0.113,-417.0,685.0,0.603,13.5
5203,5239,0.331,0.662,-758.0,690.0,97.8,5.44
5204,5240,0.682,0.12,-541.0,668.0,4.16,8.26
5205,5241,2.02,1.16,-515.0,433.0,0.377,0.6990000000000001
5206,5242,0.878,0.0059,-410.0,681.0,0.539,204.0
5207,5243,0.321,0.165,-659.0,669.0,4.07,10.7
5208,5244,0.34,0.114,-553.0,729.0,2.54,7.55
5209,5245,1.05,0.0837,-315.0,636.0,0.273,9.82
5210,5246,0.375,0.447,-585.0,603.0,3.08,13.1
5211,5247,1.02,0.256,-354.0,589.0,0.387,23.2
5212,5248,0.505,0.0758,-680.0,724.0,557.0,26.3
5213,5249,0.00555,0.5670000000000001,-939.0,605.0,5500.0,19.1
5214,5250,0.129,0.454,-695.0,590.0,16.0,4.79
5215,5251,0.889,0.0925,-415.0,665.0,0.56,17.2
5216,5252,0.8759999999999999,0.124,-417.0,686.0,0.573,36.7
5217,5253,0.988,0.0051,-393.0,780.0,0.447,108.0
5218,5254,0.851,0.113,-415.0,665.0,0.583,156.0
5219,5255,0.0277,0.00671,-674.0,685.0,197.0,197.0
5220,5256,0.649,0.145,-488.0,779.0,1.06,6.6
5221,5257,0.00112,0.00661,-741.0,657.0,1940.0,2650.0
5222,5258,0.0192,0.00683,-681.0,729.0,70.1,929.0
5223,5259,0.7559999999999999,0.104,-518.0,675.0,5.06,14.8
5224,5260,0.00994,0.0128,-762.0,740.0,172.0,545.0
5225,5261,0.915,0.0161,-398.0,776.0,0.488,90.4
5226,5262,0.926,0.0891,-379.0,753.0,0.441,5.75
5227,5263,0.836,0.0714,-428.0,846.0,0.618,7.24
5228,5264,1.22,0.56,-579.0,704.0,4.43,26.0
5229,5265,0.204,0.032,-650.0,704.0,24.1,126.0
5230,5266,1.04,0.00371,-412.0,711.0,0.461,197.0
5231,5267,0.0858,0.0503,-710.0,716.0,20.3,34.9
5232,5268,0.8859999999999999,0.119,-418.0,788.0,0.557,4.16
5233,5269,0.0149,1.51,-782.0,484.0,338.0,1.55
5234,5270,0.944,0.119,-386.0,721.0,0.449,5.65
5235,5271,0.54,0.309,-715.0,781.0,11.5,5.28
5236,5272,1.28,0.579,-430.0,550.0,0.41,1.04
5237,5273,1.4,0.134,-365.0,532.0,0.489,8.36
5238,5274,0.0404,0.0818,-692.0,705.0,71.7,18.2
5239,5275,0.64,0.162,-497.0,708.0,1.22,13.4
5240,5276,0.338,0.7190000000000001,-716.0,596.0,4.88,2.54
5241,5277,0.897,0.0411,-421.0,768.0,0.637,26.1
5242,5278,0.6940000000000001,0.183,-473.0,641.0,1.06,470.0
5243,5279,0.64,0.203,-505.0,629.0,2.18,4.54
5244,5280,0.00609,0.175,-745.0,667.0,274.0,9.19
5245,5281,0.667,1.07,-589.0,509.0,4.39,7.67
5246,5282,0.145,0.232,-736.0,723.0,12.9,16.2
5247,5283,0.192,0.594,-720.0,629.0,8.73,2.9
5248,5284,0.166,0.514,-743.0,673.0,13.5,8.9
5249,5285,1.1,0.115,-235.0,598.0,0.142,1.38
5250,5286,0.57,0.464,-647.0,622.0,2.53,3.0
5251,5287,0.267,0.0357,-662.0,771.0,9.82,50.0
5252,5288,0.38,0.0693,-674.0,766.0,8.3,53.0
5253,5289,0.532,0.121,-627.0,705.0,3.21,11.4
5254,5290,0.7120000000000001,0.0578,-564.0,788.0,1.34,37.7
5255,5291,0.627,0.418,-641.0,669.0,2.2,5.28
5256,5292,0.44,0.0688,-673.0,837.0,2.9,18.6
5257,5293,1.26,0.253,-423.0,657.0,0.402,2.72
5258,5294,0.0212,0.023,-685.0,771.0,75.7,93.2
5259,5295,0.29100000000000004,0.13699999999999998,-739.0,804.0,7.92,29.5
5260,5296,0.123,0.18,-670.0,696.0,16.1,20.8
5261,5297,0.883,0.439,-411.0,558.0,0.557,1460.0
5262,5298,0.00175,0.115,-818.0,853.0,156000.0,19.5
5263,5299,0.0761,0.0958,-764.0,736.0,829.0,35.3
5264,5300,0.273,0.324,-640.0,597.0,4.46,235.0
5265,5301,1.0,0.215,-463.0,699.0,1.69,2010.0
5266,5302,0.0102,0.28300000000000003,-859.0,715.0,255.0,11.0
5267,5303,0.184,0.503,-710.0,618.0,12.7,9.39
5268,5304,0.863,0.0293,-411.0,764.0,0.5529999999999999,19.4
5269,5305,0.272,0.0927,-725.0,795.0,38.3,213.0
5270,5306,2.03,0.0922,-555.0,742.0,25.6,10.8
5271,5307,0.0933,0.326,-667.0,592.0,14.6,12500.0
5272,5308,0.512,0.0682,-537.0,765.0,1.61,26.3
5273,5309,0.375,0.336,-697.0,656.0,6.41,7.05
5274,5310,0.341,0.14400000000000002,-637.0,689.0,14.8,16.2
5275,5311,0.677,0.124,-491.0,731.0,1.04,5.5
5276,5312,0.583,0.264,-550.0,625.0,1.87,4.23
5277,5313,0.349,0.141,-704.0,745.0,8.61,11.9
5278,5314,0.682,0.401,-640.0,669.0,34.1,5.14
5279,5315,1.07,0.156,-302.0,633.0,0.241,6.19
5280,5316,0.901,0.475,-479.0,591.0,0.742,4.22
5281,5317,0.85,0.477,-460.0,571.0,0.7240000000000001,1.7
5282,5318,1.11,0.00911,-246.0,769.0,0.154,19.1
5283,5319,0.8590000000000001,0.457,-412.0,642.0,0.5870000000000001,1.6
5284,5320,1.43,1.18,-553.0,548.0,0.8490000000000001,0.746
5285,5321,0.34700000000000003,0.085,-537.0,734.0,2.88,9.74
5286,5322,1.0,0.0964,-364.0,748.0,0.375,4.67
5287,5323,0.665,0.191,-548.0,618.0,10.8,19.9
5288,5324,1.88,0.139,-643.0,780.0,0.6679999999999999,14.2
5289,5325,1.38,1.43,-614.0,618.0,2.7,14.1
5290,5326,1.2,0.234,-461.0,645.0,0.503,2.82
5291,5327,1.06,0.293,-283.0,517.0,0.215,2.28
5292,5328,0.18,0.247,-678.0,745.0,7.73,6.8
5293,5329,0.47,0.319,-718.0,684.0,7210.0,6.07
5294,5330,0.897,0.254,-519.0,625.0,0.914,5.48
5295,5331,0.398,0.0311,-589.0,642.0,3.5,78.9
5296,5332,0.954,0.0305,-379.0,744.0,0.425,79.8
5297,5333,0.815,0.139,-442.0,763.0,0.774,4.06
5298,5334,0.115,0.0449,-627.0,755.0,570.0,110000.0
5299,5335,1.0,1.3,-503.0,543.0,0.812,1.41
5300,5336,0.583,0.635,-667.0,588.0,17.5,13.4
5301,5337,1.13,0.474,-514.0,613.0,2.66,2.98
5302,5338,0.746,0.273,-503.0,566.0,1.98,4.88
5303,5339,0.8190000000000001,0.452,-625.0,646.0,1.37,2.52
5304,5340,0.8740000000000001,0.0836,-432.0,733.0,0.716,12.2
5305,5341,0.696,0.086,-533.0,659.0,63800.0,9.8
5306,5342,1.11,2.06,-466.0,334.0,0.575,0.299
5307,5343,0.519,0.369,-599.0,613.0,2.28,7.31
5308,5344,0.14800000000000002,0.222,-719.0,772.0,10.9,7.09
5309,5345,1.01,0.256,-347.0,637.0,0.361,1.53
5310,5346,0.568,0.0956,-678.0,782.0,3740.0,76.9
5311,5347,0.398,0.341,-603.0,606.0,172.0,3.51
5312,5348,0.225,0.192,-774.0,790.0,7.64,8.87
5313,5349,1.03,0.13699999999999998,-209.0,47.8,0.12,0.906
5314,5350,0.157,0.29,-703.0,750.0,13.7,6.14
5315,5351,1.09,0.0245,-294.0,753.0,0.237,22.2
5316,5352,0.241,0.518,-729.0,625.0,15.7,13.8
5317,5353,0.115,0.118,-647.0,660.0,19.1,192.0
5318,5354,0.8270000000000001,0.4270000000000001,-515.0,562.0,1.72,1.75
5319,5355,0.104,0.721,-892.0,735.0,3180.0,3.11
5320,5356,1.11,0.386,-403.0,621.0,0.7190000000000001,1.2
5321,5357,0.999,0.154,-381.0,615.0,0.41,3.0
5322,5358,1.48,0.213,-526.0,634.0,0.532,4.39
5323,5359,0.8390000000000001,0.165,-474.0,690.0,1.36,3.87
5324,5360,0.389,0.0247,-614.0,805.0,84500.0,699000.0
5325,5361,0.845,0.152,-430.0,727.0,0.618,9.63
5326,5362,0.512,0.16699999999999998,-581.0,779.0,2.3,8.08
5327,5363,0.16899999999999998,0.846,-817.0,615.0,11.8,2.5
5328,5364,0.518,0.923,-673.0,625.0,2.56,4.72
5329,5365,0.872,0.468,-415.0,654.0,0.591,2.19
5330,5366,1.26,0.823,-545.0,630.0,0.705,1.05
5331,5367,0.867,0.196,-416.0,618.0,0.562,14.3
5332,5368,0.53,0.184,-643.0,658.0,6.47,7.28
5333,5369,1.2,0.127,-657.0,695.0,1.59,22.7
5334,5370,1.58,0.531,-504.0,660.0,0.649,1.38
5335,5371,0.493,1.06,-567.0,596.0,31.6,3.95
5336,5372,0.00945,0.46,-879.0,706.0,240.0,13.4
5337,5373,1.15,2.35,-514.0,339.0,0.6459999999999999,0.318
5338,5374,0.227,0.132,-767.0,806.0,12.8,28.6
5339,5375,0.406,0.0881,-565.0,602.0,3.51,37.9
5340,5376,0.7070000000000001,0.0876,-514.0,660.0,20500.0,8.78
5341,5377,0.34700000000000003,0.224,-592.0,733.0,10.0,7.09
5342,5378,0.62,0.396,-682.0,772.0,4.9,4.42
5343,5379,1.26,0.364,-479.0,715.0,0.608,2.8
5344,5380,0.424,0.0473,-613.0,819.0,2.99,37.4
5345,5381,1.26,0.501,-478.0,691.0,0.627,2.2
5346,5382,0.976,0.341,-548.0,655.0,1.38,2.93
5347,5383,0.794,0.00015900000000000002,-430.0,687.0,0.6579999999999999,7560.0
5348,5384,1.26,0.615,-440.0,524.0,1.24,1.07
5349,5385,0.6859999999999999,0.183,-555.0,673.0,2.12,5.23
5350,5386,0.8340000000000001,0.0175,-420.0,864.0,0.596,31.5
5351,5387,1.07,0.0702,-296.0,707.0,0.232,23.2
5352,5388,1.17,0.7340000000000001,-528.0,609.0,3.42,1.71
5353,5389,0.438,0.405,-760.0,756.0,3.76,4.14
5354,5390,0.0334,0.629,-821.0,670.0,497000.0,241000.0
5355,5391,1.13,0.268,-236.0,-213.0,0.14,0.616
5356,5392,0.914,1.29,-649.0,585.0,1.39,0.95
5357,5393,0.399,0.0163,-676.0,820.0,9870.0,755000.0
5358,5394,0.941,1.27,-643.0,583.0,1.33,0.946
5359,5395,1.36,1.58,-601.0,514.0,1.18,0.667
5360,5396,0.26,0.231,-780.0,729.0,6.85,24.2
5361,5397,1.16,0.59,-362.0,607.0,0.457,0.627
5362,5398,0.901,0.359,-406.0,579.0,0.534,2.69
5363,5399,2.59,1.07,-494.0,536.0,0.321,0.7140000000000001
5364,5400,0.28,0.318,-567.0,596.0,3.31,69.6
5365,5401,0.8240000000000001,0.0187,-427.0,865.0,0.627,55.0
5366,5402,0.469,0.11,-616.0,720.0,2.5,17.9
5367,5403,0.117,0.0964,-717.0,717.0,27.3,34.5
5368,5404,0.0973,0.17,-771.0,816.0,25.4,24.1
5369,5405,0.099,0.619,-910.0,832.0,2260.0,5.24
5370,5406,0.519,0.0281,-447.0,740.0,1.1,20.8
5371,5407,0.0533,0.0108,-594.0,689.0,57.5,237.0
5372,5408,0.0341,0.993,-766.0,602.0,50.3,4.83
5373,5409,1.33,0.513,-256.0,364.0,0.227,0.564
5374,5410,2.77,1.18,-502.0,587.0,0.34,0.725
5375,5411,0.931,0.0593,-397.0,791.0,0.48,43.4
5376,5412,0.476,0.581,-605.0,711.0,3.98,3.86
5377,5413,0.454,0.0345,-464.0,757.0,18900.0,3890.0
5378,5414,0.7809999999999999,0.506,-441.0,631.0,0.7090000000000001,1.3
5379,5415,0.276,0.00892,-628.0,753.0,24.2,338.0
5380,5416,1.04,0.318,-284.0,493.0,0.22,1.73
5381,5417,1.17,0.281,-504.0,598.0,15.6,2.59
5382,5418,0.586,0.9,-643.0,652.0,2.4,6.01
5383,5419,0.777,0.8390000000000001,-698.0,703.0,45.4,10.5
5384,5420,0.774,0.000535,-424.0,692.0,0.6609999999999999,1120.0
5385,5421,0.615,0.41,-597.0,687.0,2.27,10.7
5386,5422,0.0199,0.235,-879.0,826.0,11600.0,39.8
5387,5423,0.8759999999999999,0.163,-403.0,660.0,0.522,54.8
5388,5424,0.52,0.307,-505.0,619.0,2.46,3.31
5389,5425,0.0536,0.0128,-745.0,719.0,31.8,248.0
5390,5426,0.0113,1.68,-886.0,638.0,210.0,2.06
5391,5427,1.38,1.17,-565.0,520.0,0.863,0.86
5392,5428,0.68,0.0754,-504.0,656.0,29600.0,11.5
5393,5429,1.11,0.135,-243.0,613.0,0.151,1.3
5394,5430,0.7240000000000001,0.856,-686.0,542.0,2.03,1.7
5395,5431,0.303,0.6609999999999999,-694.0,640.0,7.11,25.9
5396,5432,0.778,0.156,-468.0,713.0,79700.0,6.63
5397,5433,1.2,0.732,-535.0,515.0,0.812,2.28
5398,5434,0.998,0.0413,-358.0,761.0,0.362,11.0
5399,5435,0.6629999999999999,1.54,-658.0,579.0,1.97,87.0
5400,5436,0.746,0.0984,-512.0,824.0,1.18,7.7
5401,5437,0.586,0.339,-689.0,689.0,15.7,7.22
5402,5438,0.605,0.0989,-662.0,764.0,213.0,64.7
5403,5439,0.0124,0.00267,-642.0,651.0,147.0,1200.0
5404,5440,0.349,0.757,-673.0,540.0,9.58,2.22
5405,5441,0.29,0.000566,-549.0,657.0,33.8,719000.0
5406,5442,0.948,0.0176,-359.0,702.0,0.384,29.5
5407,5443,0.0162,0.304,-930.0,776.0,193.0,14.2
5408,5444,0.168,0.218,-712.0,765.0,9.8,7.36
5409,5445,0.375,0.0956,-624.0,710.0,3.34,18.4
5410,5446,0.17600000000000002,0.481,-724.0,641.0,17.7,4.54
5411,5447,0.912,0.11,-387.0,747.0,0.466,108.0
5412,5448,1.09,0.26,-431.0,647.0,11.4,143.0
5413,5449,0.158,0.14400000000000002,-700.0,757.0,11.0,11.3
5414,5450,1.1,0.12,-679.0,822.0,1.76,11.4
5415,5451,0.599,0.911,-580.0,523.0,1.67,1.06
5416,5452,0.00942,0.0339,-641.0,682.0,366.0,36.9
5417,5453,0.7759999999999999,0.00899,-415.0,646.0,0.628,54.5
5418,5454,0.672,0.222,-561.0,705.0,13.6,39.3
5419,5455,0.132,0.223,-661.0,685.0,9.48,6.8
5420,5456,0.983,1.52,-595.0,517.0,1.14,0.682
5421,5457,0.769,4.1e-05,-448.0,786.0,0.736,25000.0
5422,5458,1.11,0.3670000000000001,-310.0,586.0,0.246,0.765
5423,5459,0.825,0.179,-614.0,708.0,663.0,40.9
5424,5460,1.05,0.0548,-357.0,688.0,0.343,6.64
5425,5461,0.89,0.0434,-414.0,845.0,0.542,25.2
5426,5462,0.918,0.0385,-398.0,739.0,0.486,46.3
5427,5463,0.8420000000000001,0.14400000000000002,-619.0,760.0,1.31,15.6
5428,5464,0.602,0.108,-518.0,674.0,1.39,8.59
5429,5465,0.86,0.0363,-383.0,724.0,0.48,11.4
5430,5466,0.8029999999999999,0.0108,-434.0,867.0,0.665,56.6
5431,5467,0.71,0.007859999999999999,-466.0,804.0,0.861,82.2
5432,5468,0.22,0.8190000000000001,-622.0,674.0,1490000.0,23600.0
5433,5469,1.96,1.2,-467.0,491.0,0.626,0.655
5434,5470,0.254,0.0878,-610.0,726.0,28.2,41.4
5435,5471,0.919,0.0348,-399.0,779.0,0.496,55.8
5436,5472,0.14,0.236,-722.0,770.0,13.8,6.81
5437,5473,0.0437,0.229,-711.0,666.0,40.1,7.59
5438,5474,0.439,0.21,-562.0,704.0,2.28,30.8
5439,5475,1.37,0.259,-574.0,721.0,0.68,3.59
5440,5476,0.219,0.171,-605.0,652.0,6.05,27.7
5441,5477,0.889,4.92e-05,-408.0,631.0,0.528,32000.0
5442,5478,0.976,0.00914,-352.0,709.0,0.35700000000000004,71.7
5443,5479,0.855,0.026,-425.0,811.0,0.596,39.1
5444,5480,0.209,0.0309,-609.0,781.0,6.96,33.8
5445,5481,0.435,1.5399999999999998e-05,-516.0,599.0,1.81,125000.0
5446,5482,0.985,0.0319,-381.0,752.0,0.414,18.9
5447,5483,0.8340000000000001,0.47,-417.0,575.0,0.591,2.73
5448,5484,0.263,0.185,-744.0,753.0,17.1,15.1
5449,5485,0.0861,0.0991,-683.0,740.0,28.1,17.0
5450,5486,0.161,0.0569,-589.0,678.0,171000.0,1830000.0
5451,5487,0.94,0.000107,-418.0,723.0,0.524,20900.0
5452,5488,0.00427,0.00301,-649.0,652.0,3060.0,129000.0
5453,5489,0.7240000000000001,0.001,-462.0,715.0,0.8320000000000001,2720.0
5454,5490,0.934,0.174,-405.0,706.0,0.495,3.98
5455,5491,0.962,0.0857,-380.0,750.0,0.423,5.39
5456,5492,0.925,0.103,-390.0,765.0,0.464,4.16
5457,5493,0.71,0.127,-419.0,681.0,0.71,241.0
5458,5494,0.748,0.433,-586.0,655.0,5.77,2.52
5459,5495,0.914,0.333,-602.0,762.0,1.12,3.06
5460,5496,0.971,0.475,-381.0,564.0,0.422,0.863
5461,5497,0.135,0.0179,-691.0,762.0,160.0,85.8
5462,5498,0.374,1.32,-675.0,478.0,7.55,1.1
5463,5499,0.0757,0.0844,-667.0,686.0,25.1,22.4
5464,5500,0.0388,0.006679999999999999,-708.0,841.0,47.5,6600.0
5465,5501,0.00151,0.0155,-702.0,710.0,956.0,203.0
5466,5502,0.334,0.00528,-647.0,757.0,48.1,333.0
5467,5503,0.175,0.0402,-686.0,736.0,9.92,34.5
5468,5504,0.706,0.00122,-459.0,701.0,0.841,692.0
5469,5505,0.835,0.0929,-427.0,765.0,0.618,8.58
5470,5506,0.111,0.0562,-633.0,680.0,10.3,21.5
5471,5507,0.00169,0.0761,-758.0,688.0,1080.0,21.5
5472,5508,0.953,0.0276,-361.0,735.0,0.387,21.8
5473,5509,1.22,0.522,-573.0,705.0,2.03,10.2
5474,5510,0.7190000000000001,0.163,-501.0,695.0,0.998,5.7
5475,5511,0.6869999999999999,0.103,-504.0,753.0,1.8,28.3
5476,5512,0.402,0.0232,-644.0,727.0,37.6,62.4
5477,5513,0.4,0.317,-621.0,602.0,15.1,7.26
5478,5514,0.0251,0.101,-730.0,757.0,460.0,353.0
5479,5515,0.728,0.655,-515.0,562.0,2.87,4.82
5480,5516,1.09,0.368,-393.0,541.0,0.404,1760.0
5481,5517,0.535,0.123,-498.0,622.0,3.43,65.7
5482,5518,0.00661,0.465,-859.0,695.0,804.0,11.3
5483,5519,1.16,0.00241,-382.0,761.0,0.358,208.0
5484,5520,0.154,0.036000000000000004,-620.0,687.0,11.6,34.5
5485,5521,0.65,0.184,-564.0,592.0,1.4,4.98
5486,5522,0.0234,0.00131,-722.0,725.0,84.8,3340.0
5487,5523,0.121,0.0393,-637.0,696.0,29.9,64.4
5488,5524,0.157,0.134,-698.0,728.0,27.8,20.8
5489,5525,0.124,0.0821,-669.0,671.0,23.3,25.3
5490,5526,1.05,0.255,-438.0,617.0,0.58,14.3
5491,5527,0.371,0.348,-605.0,646.0,3.13,3.91
5492,5528,0.00169,0.0339,-864.0,710.0,1240.0,62.7
5493,5529,1.07,0.0129,-408.0,702.0,0.442,208.0
5494,5530,0.975,0.0726,-475.0,632.0,0.675,10.2
5495,5531,1.1,0.0126,-383.0,667.0,0.376,102.0
5496,5532,0.5529999999999999,1.03,-583.0,531.0,2.65,2.6
5497,5533,0.129,0.039,-666.0,646.0,12.2,47.6
5498,5534,1.09,0.738,-534.0,489.0,0.748,1.22
5499,5535,0.997,0.853,-538.0,463.0,0.893,0.998
5500,5536,0.5429999999999999,0.0612,-591.0,743.0,13.7,18.4
5501,5537,0.0103,0.0441,-148.0,596.0,32.8,6.66
5502,5538,0.015,0.123,-712.0,650.0,16700.0,26500.0
5503,5539,0.14400000000000002,0.0371,-756.0,730.0,13.0,664.0
5504,5540,0.728,0.0132,-459.0,737.0,0.8220000000000001,50.9
5505,5541,0.963,0.607,-465.0,522.0,30.4,1.82
5506,5542,0.975,0.718,-468.0,501.0,39.2,1.87
5507,5543,0.898,0.0364,-441.0,700.0,0.62,51.3
5508,5544,0.7090000000000001,0.0279,-509.0,740.0,102000.0,37400.0
5509,5545,0.9,0.0801,-414.0,654.0,0.591,8.26
5510,5546,1.04,0.0135,-362.0,733.0,0.355,35.3
5511,5547,0.823,0.0515,-451.0,695.0,0.985,6560.0
5512,5548,0.925,0.07200000000000001,-391.0,772.0,0.467,6.06
5513,5549,0.6409999999999999,0.262,-671.0,732.0,2.37,11.0
5514,5550,0.103,0.115,-629.0,643.0,22.0,164.0
5515,5551,0.879,0.0698,-419.0,830.0,0.562,7.07
5516,5552,0.954,0.0832,-384.0,723.0,0.4370000000000001,10.5
5517,5553,1.13,0.0666,-265.0,668.0,0.17600000000000002,3.24
5518,5554,0.544,0.379,-578.0,688.0,2.23,5.44
5519,5555,1.3,0.247,-578.0,729.0,0.7240000000000001,3.81
5520,5556,0.519,0.0495,-536.0,826.0,1.73,20.5
5521,5557,0.0273,0.664,-759.0,598.0,91.1,6.76
5522,5558,0.135,0.0647,-677.0,652.0,45.0,73.9
5523,5559,0.14800000000000002,0.0515,-646.0,663.0,27.3,105.0
5524,5560,0.133,0.0479,-640.0,671.0,30.6,79.2
5525,5561,0.18,0.217,-707.0,652.0,89.7,24.3
5526,5562,1.08,0.134,-323.0,575.0,0.274,6.97
5527,5563,0.748,0.342,-579.0,627.0,32.9,4.74
5528,5564,0.613,0.00115,-501.0,767.0,1.17,1450.0
5529,5565,0.8640000000000001,0.0811,-406.0,769.0,0.5379999999999999,5.73
5530,5566,0.106,0.0482,-645.0,661.0,17.2,70.1
5531,5567,0.411,0.104,-613.0,699.0,13.1,30.3
5532,5568,0.732,0.0004440000000000001,-432.0,830.0,0.7240000000000001,1260.0
5533,5569,0.189,0.336,-731.0,659.0,33000.0,38.2
5534,5570,1.16,0.319,-265.0,-284.0,0.17,0.622
5535,5571,0.574,0.391,-617.0,617.0,2.15,4.73
5536,5572,0.8859999999999999,0.078,-430.0,684.0,0.593,323.0
5537,5573,0.394,0.249,-691.0,661.0,3.45,6.13
5538,5574,0.464,1.28,-503.0,453.0,1.83,3.07
5539,5575,0.473,0.514,-586.0,577.0,2.23,2.31
5540,5576,0.58,0.14300000000000002,-532.0,682.0,2.07,26.2
5541,5577,0.552,0.166,-586.0,720.0,2.9,10.6
5542,5578,0.5760000000000001,0.337,-611.0,621.0,2.73,5.38
5543,5579,0.475,1.2,-719.0,519.0,3.44,1.41
5544,5580,0.215,0.195,-714.0,669.0,10700.0,265.0
5545,5581,0.818,0.114,-437.0,686.0,0.659,8.55
5546,5582,0.494,0.132,-580.0,695.0,2.15,8.16
5547,5583,0.471,0.158,-602.0,656.0,89.9,10.2
5548,5584,0.657,0.0392,-517.0,762.0,1.33,32.9
5549,5585,0.539,0.215,-615.0,704.0,2.37,7.61
5550,5586,0.688,0.344,-541.0,581.0,2.03,2.62
5551,5587,0.401,0.222,-646.0,698.0,4.51,5.97
5552,5588,0.6809999999999999,0.3670000000000001,-562.0,600.0,2.81,2.82
5553,5589,0.8909999999999999,0.7140000000000001,-549.0,519.0,1.26,1.42
5554,5590,0.961,0.127,-378.0,616.0,0.4270000000000001,3030.0
5555,5591,0.857,0.116,-444.0,796.0,0.746,5.44
5556,5592,0.8119999999999999,0.327,-412.0,565.0,0.657,352.0
5557,5593,0.201,0.0611,-755.0,801.0,31.8,42.4
5558,5594,0.747,0.0025,-469.0,875.0,0.85,1530.0
5559,5595,0.856,0.115,-432.0,639.0,0.625,94.1
5560,5596,0.318,0.155,-699.0,700.0,7.91,12.6
5561,5597,0.8270000000000001,0.0646,-437.0,778.0,0.652,9.06
5562,5598,0.966,0.507,-486.0,575.0,0.7,1.54
5563,5599,0.005229999999999999,1.56,-813.0,508.0,356.0,1.35
5564,5600,0.855,0.754,-448.0,446.0,8200.0,132000.0
5565,5601,0.00549,0.00546,-788.0,768.0,770.0,498.0
5566,5602,0.479,0.449,-578.0,595.0,8.38,45.4
5567,5603,0.378,0.123,-612.0,818.0,3.23,9.65
5568,5604,0.413,0.501,-601.0,566.0,289000.0,628000.0
5569,5605,0.00378,0.276,-797.0,746.0,497.0,271.0
5570,5606,0.905,0.007090000000000002,-394.0,769.0,0.486,81.8
5571,5607,0.995,0.594,-411.0,534.0,0.49,0.961
5572,5608,0.918,0.5329999999999999,-444.0,552.0,0.628,1.25
5573,5609,0.472,0.316,-548.0,591.0,1.96,3.1
5574,5610,1.17,0.157,-562.0,885.0,0.7609999999999999,5.66
5575,5611,0.0197,0.117,-765.0,774.0,232.0,106.0
5576,5612,0.4920000000000001,0.136,-567.0,770.0,2.07,7.77
5577,5613,0.242,0.0482,-631.0,648.0,28.3,35.4
5578,5614,1.01,0.153,-528.0,617.0,0.779,8.76
5579,5615,0.415,0.0495,-406.0,748.0,948.0,16900.0
5580,5616,0.962,0.171,-538.0,616.0,0.85,7.63
5581,5617,0.000186,0.122,-665.0,698.0,7670.0,16.3
5582,5618,0.833,0.667,-640.0,652.0,2.02,2.42
5583,5619,0.0453,0.102,-729.0,654.0,116.0,21.6
5584,5620,0.924,0.031,-395.0,679.0,0.475,19.3
5585,5621,0.846,0.0855,-561.0,635.0,2.54,10.5
5586,5622,0.265,0.275,-529.0,613.0,17.1,71.4
5587,5623,0.894,0.00127,-405.0,688.0,0.517,801.0
5588,5624,0.664,0.0584,-403.0,686.0,11.4,1310000.0
5589,5625,0.0304,0.0461,-562.0,664.0,15900.0,523.0
5590,5626,0.913,0.0803,-409.0,742.0,0.522,7.76
5591,5627,0.4970000000000001,1.48,-614.0,564.0,4.08,1520.0
5592,5628,0.878,0.0128,-410.0,736.0,0.541,41.1
5593,5629,0.507,1.27,-619.0,573.0,3.34,2520.0
5594,5630,1.29,0.267,-332.0,591.0,0.353,10.1
5595,5631,0.0295,0.299,-701.0,656.0,47.9,12.5
5596,5632,0.631,9.44e-05,-482.0,759.0,1.1,33700.0
5597,5633,0.525,3.67e-05,-492.0,602.0,1.39,34000.0
