,formula,phase,processing,gfa
3730,B9Fe82P9,AM,meltspin,1
3731,B9Fe83Mo8,AC,meltspin,0
3732,B9Fe83Si8,CR,meltspin,0
3733,B9Fe84Nb7,AM,meltspin,1
3734,B9Fe85.5Nb5.5,CR,sputtering,0
3735,B9Fe86Zr5,AM,meltspin,1
3736,B9Fe91Mn0,AM,meltspin,1
3737,B9Fe91Mo0,AM,meltspin,1
3738,B9Fe91Ni0,AM,meltspin,1
3739,B9Fe91W0,AM,meltspin,1
3740,Ba0Cu27La73,AM,meltspin,1
3741,Ba0Cu37.5La62.5,AM,meltspin,1
3742,Ba10Cu32La58,AM,meltspin,1
3743,Ba10Cu33.5La56.5,AM,meltspin,1
3744,Ba10Cu35La55,AM,meltspin,1
3745,Ba10Cu36.5La53.5,AM,meltspin,1
3746,Ba1Cu38La61,AM,meltspin,1
3747,Ba2Cu27La71,AM,meltspin,1
3748,Ba2Cu39La59,AM,meltspin,1
3749,Ba3Cu40La57,AM,meltspin,1
3750,Ba3Cu41La56,AM,meltspin,1
3751,Ba4.5Cu27.5La68,AM,meltspin,1
3752,Ba4Cu27La69,AM,meltspin,1
3753,Ba4Cu42La54,AM,meltspin,1
3754,Ba5Cu42La53,AM,meltspin,1
3755,Ba67Cu5La28,AM,meltspin,1
3756,Ba7.5Cu29La63.5,AM,meltspin,1
3757,Ba7Cu28La65,AM,meltspin,1
3758,Ba7Cu41.5La51.5,AM,meltspin,1
3759,Ba8Cu30La62,AM,meltspin,1
3760,Ba8Cu40La52,AM,meltspin,1
3761,Ba9.5Cu38La52.5,AM,meltspin,1
3762,Ba9Cu31La60,AM,meltspin,1
3763,Ba9Cu39La52,AM,meltspin,1
3764,Be0Si15Ti85,AC,meltspin,0
3765,Be0Si20Ti80,AM,meltspin,1
3766,Be0Si25Ti75,AC,meltspin,0
3767,Be10Si15Ti75,CR,meltspin,0
3768,Be10Ti0Zr90,CR,meltspin,0
3769,Be10Ti90Zr0,CR,meltspin,0
3770,Be15Si10Ti75,AC,meltspin,0
3771,Be15Si15Ti70,AC,meltspin,0
3772,Be2.5Ti0Zr97.5,CR,meltspin,0
3773,Be20Nb10Zr70,AC,meltspin,0
3774,Be20Nb15Zr65,AC,meltspin,0
3775,Be20Nb20Zr60,AC,meltspin,0
3776,Be20Si10Ti70,AM,meltspin,1
3777,Be20Si15Ti65,AC,meltspin,0
3778,Be20Si5Ti75,AC,meltspin,0
3779,Be20Ti0Zr80,AC,meltspin,0
3780,Be20Ti80Zr0,AC,meltspin,0
3781,Be25Nb10Zr65,AC,meltspin,0
3782,Be25Nb15Zr60,AC,meltspin,0
3783,Be25Si10Ti65,AC,meltspin,0
3784,Be25Si15Ti60,CR,meltspin,0
3785,Be25Si5Ti70,AM,meltspin,1
3786,Be30Nb0Zr70,AM,meltspin,1
3787,Be30Nb5Zr65,AM,meltspin,1
3788,Be30Si0Ti70,AC,meltspin,0
3789,Be30Si10Ti60,AC,meltspin,0
3790,Be30Si15Ti55,CR,meltspin,0
3791,Be30Si5Ti65,AM,meltspin,1
3792,Be30Ti0Zr70,AM,meltspin,1
3793,Be30Ti70Zr0,AC,meltspin,0
3794,Be32.5Nb0Zr67.5,AM,meltspin,1
3795,Be32.5Nb2.5Zr65,AM,meltspin,1
3796,Be32.5Nb4Zr63.5,AM,meltspin,1
3797,Be32.5Nb5Zr62.5,AM,meltspin,1
3798,Be35Nb0Zr65,AM,meltspin,1
3799,Be35Nb10Zr55,AM,meltspin,1
3800,Be35Nb2.5Zr62.5,AM,meltspin,1
3801,Be35Nb5Zr60,AM,meltspin,1
3802,Be35Si0Ti65,AC,meltspin,0
3803,Be35Si10Ti55,AC,meltspin,0
3804,Be35Si15Ti50,CR,meltspin,0
3805,Be35Si5Ti60,AM,meltspin,1
3806,Be35Ti0Zr65,AM,meltspin,1
3807,Be37.5Ti62.5Zr0,AM,meltspin,1
3808,Be37Si0Ti63,AM,meltspin,1
3809,Be38Si0Ti62,AM,meltspin,1
3810,Be39Si0Ti61,AM,meltspin,1
3811,Be40Nb0Zr60,AM,meltspin,1
3812,Be40Si0Ti60,AM,meltspin,1
3813,Be40Si10Ti50,CR,meltspin,0
3814,Be40Si5Ti55,AC,meltspin,0
3815,Be40Ti0Zr60,AM,meltspin,1
3816,Be40Ti30Zr30,AM,meltspin,1
3817,Be40Ti50Zr10,AM,meltspin,1
3818,Be40Ti60Zr0,AM,meltspin,1
3819,Be41Ti59Zr0,AM,meltspin,1
3820,Be42Ti58Zr0,AC,meltspin,0
3821,Be43Hf25Zr32,AM,meltspin,1
3822,Be43Hf54Zr3,AM,meltspin,1
3823,Be43Hf5Zr52,AM,meltspin,1
3824,Be43Si0Ti57,AC,meltspin,0
3825,Be45Nb0Zr55,AM,meltspin,1
3826,Be45Si0Ti55,AC,meltspin,0
3827,Be45Si5Ti50,AC,meltspin,0
3828,Be45Ti0Zr55,AM,meltspin,1
3829,Be50Nb0Zr50,AM,meltspin,1
3830,Be50Ti0Zr50,AM,meltspin,1
3831,Be50Ti50Zr0,AC,meltspin,0
3832,Be7.5Ti0Zr92.5,CR,meltspin,0
3833,C0Co100Si0,CR,meltspin,0
3834,C0Co70Si30,CR,meltspin,0
3835,C0Co75Si25,CR,meltspin,0
3836,C0Co80Si20,CR,meltspin,0
3837,C0Co85Si15,CR,meltspin,0
3838,C0Co90Si10,CR,meltspin,0
3839,C0Co95Si5,CR,meltspin,0
3840,C0Nb80Si20,AM,meltspin,1
3841,C0Ni1Si0,CR,meltspin,0
3842,C0Ni80Si20,CR,meltspin,0
3843,C0Ni85Si15,CR,meltspin,0
3844,C0Ni90Si10,CR,meltspin,0
3845,C0Ni95Si5,CR,meltspin,0
3846,C0Si13Zr87,CR,meltspin,0
3847,C0Si15Zr85,CR,meltspin,0
3848,C0Si17Zr83,CR,meltspin,0
3849,C10Co67.5Si22.5,AM,meltspin,1
3850,C10Co70W20,CR,meltspin,0
3851,C10Co75Si15,AC,meltspin,0
3852,C10Co75W15,CR,meltspin,0
3853,C10Co80W10,CR,meltspin,0
3854,C10Co82.5W7.5,CR,meltspin,0
3855,C10Co85Si5,CR,meltspin,0
3856,C10Co87.5W2.5,CR,meltspin,0
3857,C10Co90Si0,CR,meltspin,0
3858,C10Cr15Fe75,CR,meltspin,0
3859,C10Fe65Si25,AM,meltspin,1
3860,C10Fe70Si20,AM,meltspin,1
3861,C10Fe72.5P17.5,AM,meltspin,1
3862,C10Fe74W16,CR,meltspin,0
3863,C10Fe75P15,AM,meltspin,1
3864,C10Fe77.5P12.5,AM,meltspin,1
3865,C10Fe78W12,CR,meltspin,0
3866,C10Fe80P10,AM,meltspin,1
3867,C10Fe82.5P7.5,AC,meltspin,0
3868,C10Fe82W8,CR,meltspin,0
3869,C10Fe86W4,CR,meltspin,0
3870,C10Mo20Ni70,AM,meltspin,1
3871,C10Mo24Ni66,AC,meltspin,0
3872,C10Mo32Ni58,CR,meltspin,0
3873,C10Ni65Si25,CR,meltspin,0
3874,C10Ni67.5Si22.5,CR,meltspin,0
3875,C10Ni70Si20,CR,meltspin,0
3876,C10Ni75Si15,CR,meltspin,0
3877,C10Ni80Si10,CR,meltspin,0
3878,C10Ni85Si5,CR,meltspin,0
3879,C10Ni90Si0,CR,meltspin,0
3880,C12.5Co65Si22.5,AM,meltspin,1
3881,C12.5Co67.5Si20,AM,meltspin,1
3882,C12.5Co67.5W20,AC,meltspin,0
3883,C12.5Co70W17.5,AC,meltspin,0
3884,C12.5Co72.5W15,AM,meltspin,1
3885,C12.5Co75W12.5,AC,meltspin,0
3886,C12.5Co77.5W10,AC,meltspin,0
3887,C12.5Co80W7.5,CR,meltspin,0
3888,C12.5Co85W2.5,CR,meltspin,0
3889,C12.5Fe65Si22.5,AM,meltspin,1
3890,C12.5Fe70Si17.5,AM,meltspin,1
3891,C12.5Fe72.5P15,AM,meltspin,1
3892,C12.5Fe75P12.5,AM,meltspin,1
3893,C12.5Fe77.5P10,AM,meltspin,1
3894,C12.5Fe80P7.5,AM,meltspin,1
3895,C12.5Ni65Si22.5,AM,meltspin,1
3896,C12.5Ni67.5Si20,CR,meltspin,1
3897,C12Co68W20,CR,meltspin,0
3898,C12Co74W14,CR,meltspin,0
3899,C12Fe71Mo17,AM,meltspin,1
3900,C12Mo12Ni76,CR,meltspin,0
3901,C12Mo16Ni72,AC,meltspin,0
3902,C12Mo20Ni68,AM,meltspin,1
3903,C12Mo24Ni64,AM,meltspin,1
3904,C12Mo28Ni60,AC,meltspin,0
3905,C13Cr40Fe47,CR,meltspin,0
3906,C14Co40Cr46,CR,meltspin,0
3907,C14Co46Mo40,CR,meltspin,0
3908,C14Co50Mo36,CR,meltspin,0
3909,C14Co62Mo24,AC,meltspin,0
3910,C14Co66W20,AC,meltspin,0
3911,C14Co70Mo16,CR,meltspin,0
3912,C14Co70W16,AM,meltspin,1
3913,C14Co72W14,AM,meltspin,1
3914,C14Co74Mo12,CR,meltspin,0
3915,C14Co76Mo10,CR,meltspin,0
3916,C14Co76W10,CR,meltspin,0
3917,C14Cr28Fe58,CR,meltspin,0
3918,C14Cr40Fe46,CR,meltspin,0
3919,C14Fe66W20,CR,meltspin,0
3920,C14Fe70W16,CR,meltspin,0
3921,C14Fe74W12,CR,meltspin,0
3922,C14Fe78W8,CR,meltspin,0
3923,C14Fe82W4,CR,meltspin,0
3924,C14Mo20Ni66,AM,meltspin,1
3925,C14Mo24Ni62,AM,meltspin,1
3926,C14Mo28Ni58,AC,meltspin,0
3927,C15Co65W20,AC,meltspin,0
3928,C15Co67.5Si17.5,AM,meltspin,1
3929,C15Co67.5W17.5,AC,meltspin,0
3930,C15Co70W15,AM,meltspin,1
3931,C15Co75Si10,CR,meltspin,0
3932,C15Co75W10,AC,meltspin,0
3933,C15Co77.5W7.5,CR,meltspin,0
3934,C15Co80Si5,CR,meltspin,0
3935,C15Co80W5,CR,meltspin,0
3936,C15Co85Si0,CR,meltspin,0
3937,C15Cr10Fe75,CR,meltspin,0
3938,C15Fe65Si20,AM,meltspin,1
3939,C15Fe70Si15,AM,meltspin,1
3940,C15Fe72.5P12.5,AM,meltspin,1
3941,C15Fe75P10,AM,meltspin,1
3942,C15Fe77.5P7.5,AM,meltspin,1
3943,C15Fe80P5,AC,meltspin,0
3944,C15Ni67.5Si17.5,CR,meltspin,1
3945,C15Ni70Si15,CR,meltspin,0
3946,C15Ni75Si10,CR,meltspin,0
3947,C15Ni80Si5,CR,meltspin,0
3948,C15Ni85Si0,CR,meltspin,0
3949,C16Co36Cr48,AM,meltspin,1
3950,C16Co44Cr40,AC,meltspin,0
3951,C16Co48Cr36,AC,meltspin,0
3952,C16Co48Mo36,AM,meltspin,1
3953,C16Co52Cr32,CR,meltspin,0
3954,C16Co56Cr28,CR,meltspin,0
3955,C16Co56Mo28,AM,meltspin,1
3956,C16Co60Cr24,CR,meltspin,0
3957,C16Co60Mo24,AM,meltspin,1
3958,C16Co64Mo20,AM,meltspin,1
3959,C16Co64W20,AC,meltspin,0
3960,C16Co68Mo16,AM,meltspin,1
3961,C16Co68W16,AC,meltspin,0
3962,C16Co70W14,AM,meltspin,1
3963,C16Co72Mo12,AM,meltspin,1
3964,C16Co72W12,AM,meltspin,1
3965,C16Co74Mo10,AC,meltspin,0
3966,C16Co74W10,AC,meltspin,0
3967,C16Fe67Mo17,AM,meltspin,1
3968,C16Fe80W4,CR,meltspin,0
3969,C16Mo16Ni68,AC,meltspin,0
3970,C16Mo20Ni64,AM,meltspin,1
3971,C16Mo24Ni60,AM,meltspin,1
3972,C17.5Co65W17.5,AC,meltspin,0
3973,C17.5Co67.5Si15,AM,meltspin,1
3974,C17.5Fe65Si17.5,AM,meltspin,1
3975,C17.5Fe70Si12.5,AM,meltspin,1
3976,C17.5Fe72.5P10,AM,meltspin,1
3977,C17.5Fe75P7.5,AM,meltspin,1
3978,C17.5Fe77.5P5,AC,meltspin,0
3979,C17.5Ni67.5Si15,AM,meltspin,1
3980,C17Fe73W10,CR,meltspin,0
3981,C18Co34Cr48,AM,meltspin,1
3982,C18Co38Cr44,AM,meltspin,1
3983,C18Co42Cr40,AM,meltspin,1
3984,C18Co42Mo40,CR,meltspin,0
3985,C18Co44Cr38,AM,meltspin,1
3986,C18Co46Mo36,AM,meltspin,1
3987,C18Co48Cr34,AM,meltspin,1
3988,C18Co50Mo32,AM,meltspin,1
3989,C18Co52Cr30,AM,meltspin,1
3990,C18Co54Mo28,AM,meltspin,1
3991,C18Co56Cr26,AM,meltspin,1
3992,C18Co58Mo24,AM,meltspin,1
3993,C18Co58W24,CR,meltspin,0
3994,C18Co60Cr22,CR,meltspin,0
3995,C18Co62Mo20,AM,meltspin,1
3996,C18Co62W20,AC,meltspin,0
3997,C18Co66Mo16,AM,meltspin,1
3998,C18Co66W16,AC,meltspin,0
3999,C18Co68W14,AC,meltspin,0
4000,C18Co70Mo12,AM,meltspin,1
4001,C18Co70W12,AM,meltspin,1
4002,C18Co72Mo10,AM,meltspin,1
4003,C18Co72W10,CR,meltspin,0
4004,C18Co74.5W7.5,CR,meltspin,0
4005,C18Co74Mo8,CR,meltspin,0
4006,C18Co77W5,CR,meltspin,0
4007,C18Cr26Fe56,AM,meltspin,1
4008,C18Cr28Fe54,AM,meltspin,1
4009,C18Cr30Fe52,AM,meltspin,1
4010,C18Cr32Fe50,AM,meltspin,1
4011,C18Cr36Fe46,AM,meltspin,1
4012,C18Cr40Fe42,AM,meltspin,1
4013,C18Fe62Mo20,AM,meltspin,1
4014,C18Fe62W20,CR,meltspin,0
4015,C18Fe66Mo16,AM,meltspin,1
4016,C18Fe66W16,CR,meltspin,0
4017,C18Fe68W14,CR,meltspin,0
4018,C18Fe70Mo12,AM,meltspin,1
4019,C18Fe70W12,CR,meltspin,0
4020,C18Fe74Mo8,AM,meltspin,1
4021,C18Fe74W8,CR,meltspin,0
4022,C18Fe78W4,CR,meltspin,0
4023,C18Mo12Ni70,CR,meltspin,0
4024,C18Mo16Ni66,CR,meltspin,0
4025,C18Mo20Ni62,CR,meltspin,0
4026,C18Mo24Ni58,AC,meltspin,0
4027,C18Mo28Ni54,AC,meltspin,0
4028,C1Nb80Si19,AM,meltspin,1
4029,C2.5Co95W2.5,CR,meltspin,0
4030,C2.5Fe80P17.5,AM,meltspin,1
4031,C2.5Fe82.5P15,AM,meltspin,1
4032,C2.5Fe85P12.5,CR,meltspin,0
4033,C20Co36Cr44,AM,meltspin,1
4034,C20Co40Cr40,AM,meltspin,1
4035,C20Co44Cr36,AM,meltspin,1
4036,C20Co44Mo36,AM,meltspin,1
4037,C20Co48Cr32,AM,meltspin,1
4038,C20Co48Mo32,AM,meltspin,1
4039,C20Co52Cr28,AM,meltspin,1
4040,C20Co52Mo28,AM,meltspin,1
4041,C20Co56Cr24,CR,meltspin,0
4042,C20Co56Mo24,AM,meltspin,1
4043,C20Co60Mo20,AM,meltspin,1
4044,C20Co60W20,AC,meltspin,0
4045,C20Co64Mo16,AM,meltspin,1
4046,C20Co65W15,CR,meltspin,0
4047,C20Co68Mo12,AM,meltspin,1
4048,C20Co68W12,CR,meltspin,0
4049,C20Co70Mo10,AM,meltspin,1
4050,C20Co70Si10,AC,meltspin,0
4051,C20Co70W10,CR,meltspin,0
4052,C20Co75Si5,CR,meltspin,0
4053,C20Co75W5,CR,meltspin,0
4054,C20Co80Si0,CR,meltspin,0
4055,C20Cr22Fe58,AC,meltspin,0
4056,C20Fe63Mo17,AM,meltspin,1
4057,C20Fe64W16,CR,meltspin,0
4058,C20Fe65Si15,AM,meltspin,1
4059,C20Fe66W14,AM,meltspin,1
4060,C20Fe68W12,AM,meltspin,1
4061,C20Fe70Si10,AM,meltspin,1
4062,C20Fe70W10,CR,meltspin,0
4063,C20Fe72W8,CR,meltspin,0
4064,C20Fe76W4,CR,meltspin,0
4065,C20Ni70Si10,CR,meltspin,0
4066,C20Ni75Si5,CR,meltspin,0
4067,C20Ni80Si0,CR,meltspin,0
4068,C22.5Fe65Si12.5,AM,meltspin,1
4069,C22Co36Cr42,AM,meltspin,1
4070,C22Co40Cr38,AM,meltspin,1
4071,C22Co44Cr34,AM,meltspin,1
4072,C22Co46Mo32,AM,meltspin,1
4073,C22Co48Cr30,AC,meltspin,0
4074,C22Co50Mo28,AM,meltspin,1
4075,C22Co52Cr26,CR,meltspin,0
4076,C22Co54Mo24,AM,meltspin,1
4077,C22Co58Mo20,AM,meltspin,1
4078,C22Co62Mo16,AM,meltspin,1
4079,C22Co68Mo10,AM,meltspin,1
4080,C22Fe62W16,CR,meltspin,0
4081,C22Fe64W14,AM,meltspin,1
4082,C22Fe66W12,AM,meltspin,1
4083,C22Fe68W10,AM,meltspin,1
4084,C22Fe70W8,CR,meltspin,0
4085,C22Fe74W4,CR,meltspin,0
4086,C24Fe59Mo17,AM,meltspin,1
4087,C25Fe65Si10,AM,meltspin,1
4088,C2Nb80Si18,AM,meltspin,1
4089,C3.5Fe81.5P15,AM,meltspin,1
4090,C3Si12Zr85,CR,meltspin,0
4091,C4.5Fe80.5P15,AM,meltspin,1
4092,C4Nb80Si16,AM,meltspin,1
4093,C5Co70Si25,CR,meltspin,0
4094,C5Co75Si20,CR,meltspin,0
4095,C5Co80Si15,CR,meltspin,0
4096,C5Co80W15,CR,meltspin,0
4097,C5Co85W10,CR,meltspin,0
4098,C5Co90W5,CR,meltspin,0
4099,C5Cr5Fe90,CR,meltspin,0
4100,C5Fe75P20,AM,meltspin,1
4101,C5Fe77.5P17.5,AM,meltspin,1
4102,C5Fe79W16,CR,meltspin,0
4103,C5Fe80P15,AM,meltspin,1
4104,C5Fe82.5P12.5,AC,meltspin,0
4105,C5Fe85P10,CR,meltspin,0
4106,C5Ni70Si25,CR,meltspin,0
4107,C5Ni75Si20,CR,meltspin,0
4108,C5Ni80Si15,CR,meltspin,0
4109,C5Ni85Si10,CR,meltspin,0
4110,C5Ni90Si5,CR,meltspin,0
4111,C5Ni95Si0,CR,meltspin,0
4112,C6.5Fe77.5P16,AM,meltspin,1
4113,C6.5Fe78.5P15,AM,meltspin,1
4114,C6.5Fe80.5P13,AM,meltspin,1
4115,C6.5Fe82P11.5,AM,meltspin,1
4116,C6Fe76Mo18,AM,meltspin,1
4117,C6Fe82W12,CR,meltspin,0
4118,C6Fe86W8,CR,meltspin,0
4119,C6Fe90W4,CR,meltspin,0
4120,C6Nb80Si14,AM,meltspin,1
4121,C7.5Co77.5W15,CR,meltspin,0
4122,C7.5Co82.5W10,CR,meltspin,0
4123,C7.5Co85W7.5,CR,meltspin,0
4124,C7.5Fe72.5P20,AM,meltspin,1
4125,C7.5Fe75P17.5,AM,meltspin,1
4126,C7.5Fe77.5P15,AM,meltspin,1
4127,C7.5Fe80P12.5,AM,meltspin,1
4128,C7.5Fe82.5P10,AC,meltspin,0
4129,C7.5Fe85P7.5,CR,meltspin,0
4130,C7Fe79W14,CR,meltspin,0
4131,C7Fe80P13,AM,meltspin,1
4132,C8Cr20Fe72,CR,meltspin,0
4133,C8Cr40Fe52,CR,meltspin,0
4134,C8Fe75Mo17,AM,meltspin,1
4135,C8Fe77P15,AM,meltspin,1
4136,C8Mo20Ni72,CR,meltspin,0
4137,C8Mo28Ni64,CR,meltspin,0
4138,C8Nb80Si12,AM,meltspin,1
4139,C9Fe76P15,AM,meltspin,1
4140,Ca0Cu27La73,AM,meltspin,1
4141,Ca0Cu37La63,AM,meltspin,1
4142,Ca1.5Cu27.5La71,AM,meltspin,1
4143,Ca10Mg80Zn10,AM,meltspin,1
4144,Ca10Mg85Zn5,AM,meltspin,1
4145,Ca10Mg90Zn0,AC,meltspin,0
4146,Ca11Cu0Mg89,AC,meltspin,0
4147,Ca1Cu27.5La71.5,AM,meltspin,1
4148,Ca1Cu37.5La61.5,AM,meltspin,1
4149,Ca25Cu30Mg45,AM,meltspin,1
4150,Ca2Cu28La70,AM,meltspin,1
4151,Ca2Cu37.5La60.5,AM,meltspin,1
4152,Ca3Cu28.5La68.5,AM,meltspin,1
4153,Ca3Cu37.5La59.5,AM,meltspin,1
4154,Ca4Cu29La67,AM,meltspin,1
4155,Ca4Cu37.5La58.5,AM,meltspin,1
4156,Ca50Cu20Mg30,AM,meltspin,1
4157,Ca5Cu10Mg85,AC,meltspin,0
4158,Ca5Cu30La65,AM,meltspin,1
4159,Ca5Cu37.5La57.5,AM,meltspin,1
4160,Ca5Cu5Mg90,CR,meltspin,0
4161,Ca5Mg85Zn10,AC,meltspin,0
4162,Ca5Mg90Zn5,CR,meltspin,0
4163,Ca6.5Cu37La56.5,AM,meltspin,1
4164,Ca60Ga0Mg40,AM,meltspin,1
4165,Ca60Ga10Mg30,AM,meltspin,1
4166,Ca60Ga20Mg20,AM,meltspin,1
4167,Ca60Ga30Mg10,AM,meltspin,1
4168,Ca60Ga5Mg35,AM,meltspin,1
4169,Ca6Cu31La63,AM,meltspin,1
4170,Ca7.5Cu0Mg92.5,CR,meltspin,0
4171,Ca7.5Cu10Mg82.5,AM,meltspin,1
4172,Ca7.5Cu36La56.5,AM,meltspin,1
4173,Ca7.5Cu5Mg87.5,AM,meltspin,1
4174,Ca7.5Mg82.5Zn10,AC,meltspin,0
4175,Ca7.5Mg87.5Zn5,AC,meltspin,0
4176,Ca7.5Mg92.5Zn0,CR,meltspin,0
4177,Ca70Cu0Mg30,AM,meltspin,1
4178,Ca70Cu10Mg20,AM,meltspin,1
4179,Ca70Cu20Mg10,AM,meltspin,1
4180,Ca70Cu30Mg0,AM,meltspin,1
4181,Ca75Cu10Mg15,AM,meltspin,1
4182,Ca7Cu32La61,AM,meltspin,1
4183,Ca8.5Cu33La58.5,AM,meltspin,1
4184,Ca8.5Cu35La56.5,AM,meltspin,1
4185,Ca8Cu32.5La59.5,AM,meltspin,1
4186,Ca9Cu33.5La57.5,AM,meltspin,1
4187,Ce0Cu10Mg90,CR,meltspin,0
4188,Ce0Cu15Mg85,AC,meltspin,0
4189,Ce0Cu20Mg80,AM,meltspin,1
4190,Ce0Cu28Yb72,AM,sputtering,1
4191,Ce0Cu30Mg70,AM,meltspin,1
4192,Ce0Cu40Mg60,AM,meltspin,1
4193,Ce0Cu78Yb22,AM,sputtering,1
4194,Ce0Cu82Yb18,AM,sputtering,1
4195,Ce0Mg70Ni30,CR,meltspin,0
4196,Ce0Mg80Ni20,AM,meltspin,1
4197,Ce0Mg85Ni15,AM,meltspin,1
4198,Ce0Mg90Ni10,AM,meltspin,1
4199,Ce10Cu10Mg80,AM,meltspin,1
4200,Ce10Cu15Mg75,AM,meltspin,1
4201,Ce10Cu20Mg70,AM,meltspin,1
4202,Ce10Cu25Mg65,AM,meltspin,1
4203,Ce10Cu5Mg85,CR,meltspin,0
4204,Ce10Mg60Ni30,AM,meltspin,1
4205,Ce10Mg70Ni20,AM,meltspin,1
4206,Ce10Mg72Ni18,AM,meltspin,1
4207,Ce10Mg75Ni15,AM,meltspin,1
4208,Ce10Mg80Ni10,AM,meltspin,1
4209,Ce10Mg85Ni5,AM,meltspin,1
4210,Ce10Mg90Ni0,CR,meltspin,0
4211,Ce15Cu10Mg75,CR,meltspin,0
4212,Ce15Cu15Mg70,AM,meltspin,1
4213,Ce15Cu20Mg65,AM,meltspin,1
4214,Ce15Cu25Mg60,AC,meltspin,0
4215,Ce15Cu5Mg80,CR,meltspin,0
4216,Ce15Mg75Ni10,AM,meltspin,1
4217,Ce20.56Cu51.02Yb28.42,AM,sputtering,1
4218,Ce20Cu10Mg70,CR,meltspin,0
4219,Ce20Cu15Mg65,CR,meltspin,0
4220,Ce20Cu20Mg60,AC,meltspin,0
4221,Ce20Cu25Mg55,CR,meltspin,0
4222,Ce20Cu5Mg75,CR,meltspin,0
4223,Ce20Mg40Ni40,AC,meltspin,0
4224,Ce20Mg50Ni30,AM,meltspin,1
4225,Ce20Mg60Ni20,AM,meltspin,1
4226,Ce20Mg70Ni10,AC,meltspin,0
4227,Ce25.73Cu54.05Yb20.22,AM,sputtering,1
4228,Ce25Cu25Mg50,CR,meltspin,0
4229,Ce30Mg40Ni30,AC,meltspin,0
4230,Ce3Mg85Zn12,AM,meltspin,1
4231,Ce5Cu10Mg85,AM,meltspin,1
4232,Ce5Cu15Mg80,AM,meltspin,1
4233,Ce5Cu20Mg75,AM,meltspin,1
4234,Ce5Cu25Mg70,AM,meltspin,1
4235,Ce5Cu30Mg65,AM,meltspin,1
4236,Ce5Cu5Mg90,CR,meltspin,0
4237,Ce5Mg75Ni20,AM,meltspin,1
4238,Ce5Mg85Ni10,AM,meltspin,1
4239,Ce5Mg90Ni5,AC,meltspin,0
4240,Co0Fe30Zr70,AM,meltspin,1
4241,Co0Fe90Zr10,AM,meltspin,1
4242,Co0Fe91Zr9,AM,meltspin,1
4243,Co0Mn90Zr10,AM,meltspin,1
4244,Co0Ni33Zr67,AM,meltspin,1
4245,Co0Ni50Ta50,AM,meltspin,1
4246,Co1.7Pd81.8Si16.5,AM,meltspin,1
4247,Co10Fe80Zr10,AM,meltspin,1
4248,Co10Mn80Zr10,AM,meltspin,1
4249,Co10Ni29.7Zr60.3,AM,meltspin,1
4250,Co10Ni40Ta50,AM,meltspin,1
4251,Co10Ni68.5P21.5,CR,meltspin,0
4252,Co10Ni71P19,CR,meltspin,0
4253,Co10Ni73P17,CR,meltspin,0
4254,Co10Pd70Si20,AM,meltspin,1
4255,Co10Pd73.5Si16.5,AM,meltspin,1
4256,Co12.5Fe72.5Nb15,AM,sputtering,1
4257,Co12.5Ni66P21.5,CR,meltspin,0
4258,Co12.5Ni68.5P19,CR,meltspin,0
4259,Co12.5Ni70.5P17,CR,meltspin,0
4260,Co12.5Pd71Si16.5,AM,meltspin,1
4261,Co14Ni64.5P21.5,CR,meltspin,0
4262,Co14Ni67P19,CR,meltspin,0
4263,Co14Ni69P17,CR,meltspin,0
4264,Co15Ni28.05Zr56.95,AM,meltspin,1
4265,Co15Pd68.5Si16.5,AM,meltspin,1
4266,Co16Ni65P19,CR,meltspin,0
4267,Co18Fe72Zr10,AM,meltspin,1
4268,Co20.9Pd62.6Si16.5,CR,meltspin,0
4269,Co20Fe70Zr10,AM,meltspin,1
4270,Co20Ni26.4Zr53.6,AM,meltspin,1
4271,Co22.5Fe67.5Zr10,AM,meltspin,1
4272,Co22P11Zr67,AM,meltspin,1
4273,Co24Hf67Si9,AM,meltspin,1
4274,Co25Fe60Nb15,AM,sputtering,1
4275,Co25Pd10Zr65,AM,meltspin,1
4276,Co27Fe63Zr10,AM,meltspin,1
4277,Co28P5Zr67,AM,meltspin,1
4278,Co2Mn88Zr10,AM,meltspin,1
4279,Co2Ni76P22,CR,meltspin,0
4280,Co2Ni77P21,AM,meltspin,1
4281,Co2Ni78.5P19.5,AM,meltspin,1
4282,Co2Ni80P18,AM,meltspin,1
4283,Co2Ni81P17,CR,meltspin,0
4284,Co3.5Ni74.5P22,CR,meltspin,0
4285,Co3.5Ni75.5P21,AM,meltspin,1
4286,Co3.5Ni77P19.5,AM,meltspin,1
4287,Co3.5Ni78.5P18,AM,meltspin,1
4288,Co3.5Ni79.5P17,CR,meltspin,0
4289,Co30Fe0Zr70,AM,meltspin,1
4290,Co30Fe60Zr10,AM,meltspin,1
4291,Co30Hf67P3,AM,meltspin,1
4292,Co30Ni20Zr50,AM,meltspin,1
4293,Co30Pd5Zr65,AM,meltspin,1
4294,Co33Hf67P0,AM,meltspin,1
4295,Co33Hf67Si0,AM,meltspin,1
4296,Co33Ni0.05Zr66.95,AM,meltspin,1
4297,Co33Ni0.15Zr66.85,AM,meltspin,1
4298,Co33Ni0.1Zr66.9,AM,meltspin,1
4299,Co33Ni0.2Zr66.8,AM,meltspin,1
4300,Co33P0Zr67,AM,meltspin,1
4301,Co34Pd1Zr65,AM,meltspin,1
