,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
607,mp-4979,AlCuS2,8,122,149.485112152,"Full Formula (Al2 Cu2 S4)
Reduced Formula: AlCuS2
abc   :   5.326841   5.326840   6.476193
angles: 114.284222 114.284218  89.999994
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Al    0.5       0.5       0
  1  Al    0.75      0.25      0.5
  2  Cu    0.25      0.75      0.5
  3  Cu    0         0         0
  4  S     0.868284  0.875     0.25
  5  S     0.625     0.131716  0.75
  6  S     0.381716  0.375     0.25
  7  S     0.125     0.618284  0.75",1.69,"[[6.63744955, -0.016416399999999998, -0.029263090000000002], [-0.016416399999999998, 6.63050574, -0.03609697], [-0.029263090000000002, -0.03609697, 6.58641711]]","[[8.6232112, 0.045258730000000004, 0.08046205000000001], [0.045258730000000004, 8.64244003, 0.099190289999999], [0.08046205000000001, 0.099190289999999, 8.76442184]]",2.57,6.62,8.68,True
608,mp-4452,Cd(GaS2)2,7,82,165.252802325,"Full Formula (Cd1 Ga2 S4)
Reduced Formula: Cd(GaS2)2
abc   :   5.645791   5.645790   6.543361
angles: 115.557308 115.557306  89.999992
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0         0         0
  1  Ga    0.25      0.75      0.5
  2  Ga    0.5       0.5       0
  3  S     0.868521  0.862695  0.270637
  4  S     0.592057  0.131479  0.729363
  5  S     0.137305  0.597884  0.729363
  6  S     0.402116  0.407943  0.270637",2.11,"[[5.8166813600000005, 0.00223963, 0.00377413], [0.00222623, 5.81769728, 0.0047388], [0.00378205, 0.00473248, 5.82291685]]","[[9.48510083, 0.03237851, 0.05481176], [0.03236511, 9.50000592, 0.06880297], [0.05481968, 0.06879665, 9.575681410000001]]",2.41,5.82,9.52,True
609,mp-34337,H4NCl,6,215,58.2808730263,"Full Formula (H4 N1 Cl1)
Reduced Formula: H4NCl
abc   :   3.877115   3.877115   3.877115
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  H     0.155153  0.155153  0.844847
  1  H     0.155153  0.844847  0.155153
  2  H     0.844847  0.155153  0.155153
  3  H     0.844847  0.844847  0.844847
  4  N     0         0         0
  5  Cl    0.5       0.5       0.5",4.93,"[[2.7904021500000002, 0.0, 0.0], [0.0, 2.7904021500000002, 0.0], [0.0, 0.0, 2.7904021500000002]]","[[7.3244780800000004, 0.0, 0.0], [0.0, 7.32448456, 0.0], [0.0, 0.0, 7.32476555]]",1.67,2.79,7.32,True
610,mp-3980,LiSbF6,8,148,113.055815972,"Full Formula (Li1 Sb1 F6)
Reduced Formula: LiSbF6
abc   :   5.541983   5.541982   5.541982
angles:  57.363424  57.363426  57.363423
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0.5
  1  Sb    0         0         0
  2  F     0.659088  0.861366  0.239398
  3  F     0.861366  0.239398  0.659088
  4  F     0.760602  0.340912  0.138634
  5  F     0.239398  0.659088  0.861366
  6  F     0.138634  0.760602  0.340912
  7  F     0.340912  0.138634  0.760602",4.93,"[[2.00990821, 0.00045986000000000003, 0.0012251900000000001], [0.00045988, 2.0095611, 0.00084743], [0.00122518, 0.00084745, 2.01150092]]","[[5.42880073, 0.09043839000000001, 0.24093646], [0.09043841, 5.36066829, 0.1666569], [0.24093645, 0.16665692000000001, 5.74211219]]",1.42,2.01,5.51,True
611,mp-8277,Sr(CdP)2,5,164,122.30299079299999,"Full Formula (Sr1 Cd2 P2)
Reduced Formula: Sr(CdP)2
abc   :   4.388891   4.388891   7.331568
angles:  90.000000  90.000000 120.000006
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sr    0         0         0
  1  Cd    0.333333  0.666667  0.635209
  2  Cd    0.666667  0.333333  0.364791
  3  P     0.666667  0.333333  0.747222
  4  P     0.333333  0.666667  0.252778",0.71,"[[12.80349772, -1.68e-06, 0.0], [-1.68e-06, 12.80349705, 0.0], [0.0, 0.0, 10.82889304]]","[[21.070458340000002, -1.1899999999999998e-06, -4e-08], [-1.1899999999999998e-06, 21.070581269999998, 0.00016988], [-4e-08, 0.00016988, 26.076634730000002]]",3.49,12.15,22.74,True
612,mp-561238,AlFeF5,7,71,86.3125774786,"Full Formula (Al1 Fe1 F5)
Reduced Formula: AlFeF5
abc   :   3.608114   5.250891   5.250891
angles:  73.951762  69.905384  69.905373
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.5       0.5       0.5
  1  Fe    0         0         0
  2  F     0.5       0.79203   0.20797
  3  F     0.5       0.20797   0.79203
  4  F     0.738949  0.261051  0.261051
  5  F     0.261051  0.738949  0.738949
  6  F     0         0.5       0.5",4.38,"[[2.14230244, -0.00420064, 0.00665007], [-0.00420064, 2.11985019, 0.01142353], [0.00665007, 0.01142353, 2.1266635799999998]]","[[7.36829924, 0.46108952000000003, 0.52202534], [0.46108952000000003, 6.42826848, -1.25387265], [0.52202534, -1.25387265, 6.140805419999999]]",1.46,2.13,6.65,True
613,mp-581024,CsK2Sb,4,225,167.981709351,"Full Formula (Cs1 K2 Sb1)
Reduced Formula: CsK2Sb
abc   :   6.193350   6.193350   6.193350
angles:  60.000013  60.000011  60.000004
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Cs    0.5   0.5   0.5
  1  K     0.75  0.75  0.75
  2  K     0.25  0.25  0.25
  3  Sb    0     0     0",0.86,"[[7.64090583, 1.0099999999999999e-06, -1.42e-06], [1.0099999999999999e-06, 7.64090694, -1.0099999999999999e-06], [-1.42e-06, -1.0099999999999999e-06, 7.64090422]]","[[19.58990521, 0.00011175, 6.900000000000002e-07], [0.00011175, 19.58960268, 4.799999999999999e-07], [6.900000000000002e-07, 4.799999999999999e-07, 19.58990866]]",2.76,7.64,19.59,True
614,mp-6984,K2SiAs2,10,72,306.118446786,"Full Formula (K4 Si2 As4)
Reduced Formula: K2SiAs2
abc   :   6.438645   7.074087   8.248916
angles: 115.390726 112.971432  90.000002
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.856883  0.021772  0.713766
  1  K     0.356883  0.691994  0.713766
  2  K     0.643117  0.308006  0.286234
  3  K     0.143117  0.978228  0.286234
  4  Si    0.25      0.5       0
  5  Si    0.75      0.5       0
  6  As    0.600905  0.766068  0.201811
  7  As    0.100905  0.435743  0.201811
  8  As    0.899095  0.564257  0.798189
  9  As    0.399095  0.233932  0.798189",1.0,"[[8.06296988, 0.04439592, -1.1488014500000001], [0.04439592, 5.21445061, 0.10420232], [-1.1488014500000001, 0.10420232, 5.85605287]]","[[15.32699869, -0.091052109999999, -2.932977509999999], [-0.091052109999999, 8.6701586, -0.21024448], [-2.932977509999999, -0.21024448, 9.53872586]]",2.53,6.38,11.18,True
615,mp-4541,NaCuO2,4,12,48.3484116631,"Full Formula (Na1 Cu1 O2)
Reduced Formula: NaCuO2
abc   :   2.776488   3.580948   5.458418
angles:  86.221858  75.266072  67.190086
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.5       0.5       0.5
  1  Cu    0         0         0
  2  O     0.347659  0.074782  0.229899
  3  O     0.652341  0.925218  0.770101",0.49,"[[9.22181026, -0.03076994, 1.15788023], [-0.030769980000000002, 3.05058035, 0.11746428], [1.15788023, 0.11746412, 5.10495182]]","[[14.44360483, -0.07478256, 1.816212049999999], [-0.07478259999999999, 5.0054771, 0.28556952], [1.816212049999999, 0.28556936, 7.986250780000001]]",2.41,5.79,9.15,True
616,mp-7233,La2SeO2,5,164,104.56531698100001,"Full Formula (La2 Se1 O2)
Reduced Formula: La2SeO2
abc   :   4.098758   4.098758   7.187081
angles:  90.000000  90.000000 120.000004
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  La    0.666667  0.333333  0.711506
  1  La    0.333333  0.666667  0.288494
  2  Se    0         0         0
  3  O     0.666667  0.333333  0.376113
  4  O     0.333333  0.666667  0.623887",2.41,"[[5.35066765, 0.0, 0.0], [0.0, 5.3506659899999995, 0.0], [0.0, 0.0, 5.62905802]]","[[16.71271813, 2e-08, 0.0], [2e-08, 16.76645156, -0.00235955], [0.0, -0.00235955, 16.79759341]]",2.33,5.44,16.76,True
617,mp-553896,K3MoF6,10,225,195.093502563,"Full Formula (K3 Mo1 F6)
Reduced Formula: K3MoF6
abc   :   6.510074   6.510074   6.510074
angles:  60.000000  60.000002  59.999996
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.5       0.5       0.5
  1  K     0.75      0.75      0.75
  2  K     0.25      0.25      0.25
  3  Mo    0         0         0
  4  F     0.227435  0.772565  0.772565
  5  F     0.227435  0.772565  0.227435
  6  F     0.772565  0.227435  0.772565
  7  F     0.227435  0.227435  0.772565
  8  F     0.772565  0.227435  0.227435
  9  F     0.772565  0.772565  0.227435",3.35,"[[2.02439389, 1.3e-07, 0.0], [1.3e-07, 2.02439338, 0.0], [0.0, 0.0, 2.02439351]]","[[2.6972181799999992, 2.7299999999999997e-06, 0.0], [2.7299999999999997e-06, 2.6972133599999992, 0.0], [0.0, 0.0, 2.6972149400000003]]",1.42,2.02,2.7,True
618,mp-643101,Rb2H6Pt,9,225,158.910959005,"Full Formula (Rb2 H6 Pt1)
Reduced Formula: Rb2H6Pt
abc   :   6.079805   6.079805   6.079805
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Rb    0.75     0.75     0.75
  1  Rb    0.25     0.25     0.25
  2  H     0.19266  0.80734  0.80734
  3  H     0.19266  0.19266  0.80734
  4  H     0.19266  0.80734  0.19266
  5  H     0.80734  0.19266  0.19266
  6  H     0.80734  0.80734  0.19266
  7  H     0.80734  0.19266  0.80734
  8  Pt    0        0        0",4.06,"[[2.6734645, 0.0, 0.0], [0.0, 2.6734645, 0.0], [0.0, 0.0, 2.6734645]]","[[5.76449929, 0.0, 0.0], [0.0, 5.7645532500000005, 0.0], [0.0, 0.0, 5.764572210000001]]",1.64,2.67,5.76,True
619,mp-4666,CdSiP2,8,122,173.74811502,"Full Formula (Cd2 Si2 P4)
Reduced Formula: CdSiP2
abc   :   5.731726   5.731726   6.663088
angles: 115.474565 115.474566  90.000007
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Cd    0.25      0.75      0.5
  1  Cd    0         0         0
  2  Si    0.5       0.5       0
  3  Si    0.75      0.25      0.5
  4  P     0.828403  0.875     0.25
  5  P     0.625     0.171597  0.75
  6  P     0.421597  0.375     0.25
  7  P     0.125     0.578403  0.75",1.43,"[[10.86506297, -0.04376593, -0.07257478], [-0.04376593, 10.84452709, -0.09157171], [-0.07257478, -0.09157171, 10.7478937]]","[[13.633156360000001, -0.10810976, -0.17916321000000002], [-0.10810976, 13.58242408, -0.22606669000000001], [-0.17916321000000002, -0.22606669000000001, 13.343566560000001]]",3.29,10.82,13.52,True
620,mp-3161,LiAlSi,3,216,52.3552505341,"Full Formula (Li1 Al1 Si1)
Reduced Formula: LiAlSi
abc   :   4.199122   4.199121   4.199121
angles:  59.999995  59.999998  59.999996
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.5   0.5   0.5
  1  Al    0     0     0
  2  Si    0.25  0.25  0.25",0.11,"[[15.55239261, 0.0, 2.14e-06], [0.0, 15.55238853, 1.51e-06], [2.14e-06, 1.51e-06, 15.55238799]]","[[19.22921164, -0.00026803, 0.00010745000000000001], [-0.00026803, 19.22884766, 7.598e-05], [0.00010745000000000001, 7.598e-05, 19.22876321]]",3.94,15.55,19.23,True
621,mp-13097,NaZnAs,6,129,125.76493120200001,"Full Formula (Na2 Zn2 As2)
Reduced Formula: NaZnAs
abc   :   4.192733   4.192733   7.154267
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Na    0.75  0.75  0.648604
  1  Na    0.25  0.25  0.351396
  2  Zn    0.25  0.75  0
  3  Zn    0.75  0.25  0
  4  As    0.25  0.25  0.782514
  5  As    0.75  0.75  0.217486",0.36,"[[20.53767028, 0.0, 0.0], [0.0, 20.53767028, 0.0], [0.0, 0.0, 9.05507754]]","[[32.959538030000004, 1.8999999999999998e-07, 1.8999999999999998e-07], [1.8999999999999998e-07, 32.95953771, 1.8999999999999998e-07], [1.8999999999999998e-07, 1.8999999999999998e-07, 14.91481035]]",4.09,16.71,26.94,True
622,mp-697030,Mg2H6Ru,9,225,73.2629638766,"Full Formula (Mg2 H6 Ru1)
Reduced Formula: Mg2H6Ru
abc   :   4.696776   4.696776   4.696776
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.75      0.75      0.75
  1  Mg    0.25      0.25      0.25
  2  H     0.253221  0.746779  0.746779
  3  H     0.253221  0.253221  0.746779
  4  H     0.253221  0.746779  0.253221
  5  H     0.746779  0.253221  0.253221
  6  H     0.746779  0.746779  0.253221
  7  H     0.746779  0.253221  0.746779
  8  Ru    0         0         0",3.07,"[[5.30043449, 0.0, 0.0], [0.0, 5.30043449, 0.0], [0.0, 0.0, 5.30043449]]","[[18.15142455, 0.0, 0.0], [0.0, 18.15142126, 0.0], [0.0, 0.0, 18.15106515]]",2.3,5.3,18.15,True
623,mp-7939,NaNbSe2,8,194,167.143722913,"Full Formula (Na2 Nb2 Se4)
Reduced Formula: NaNbSe2
abc   :   3.583051   3.583051  15.033271
angles:  90.000000  90.000000 119.999995
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0         0         0
  1  Na    0         0         0.5
  2  Nb    0         0         0.25
  3  Nb    0         0         0.75
  4  Se    0.333333  0.666667  0.140278
  5  Se    0.333333  0.666667  0.359722
  6  Se    0.666667  0.333333  0.640278
  7  Se    0.666667  0.333333  0.859722",0.5,"[[15.09959526, 2.43e-06, 0.0], [2.43e-06, 15.09959342, 0.0], [0.0, 0.0, 6.8586019799999995]]","[[16.77023066, 3.2599999999999997e-06, 0.0], [3.2599999999999997e-06, 16.7703114, 0.0], [0.0, 0.0, 9.68935727]]",3.51,12.35,14.41,True
624,mp-23736,LiMgH3,10,161,94.49163432579999,"Full Formula (Li2 Mg2 H6)
Reduced Formula: LiMgH3
abc   :   5.281004   5.281004   5.281004
angles:  55.999360  55.999362  55.999359
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.288937  0.288937  0.288937
  1  Li    0.788937  0.788937  0.788937
  2  Mg    0.999186  0.999186  0.999186
  3  Mg    0.499186  0.499186  0.499186
  4  H     0.101527  0.700549  0.3896
  5  H     0.700549  0.3896    0.101527
  6  H     0.3896    0.101527  0.700549
  7  H     0.8896    0.200549  0.601527
  8  H     0.601527  0.8896    0.200549
  9  H     0.200549  0.601527  0.8896",4.05,"[[3.94614751, 0.0071062, 0.019495699999999998], [0.0071062, 3.94067882, 0.01338758], [0.019495699999999998, 0.01338758, 3.9725291]]","[[10.524188239999999, 0.44963973, 1.23372163], [0.44963973, 10.17814586, 0.8467296400000001], [1.23372163, 0.8467296400000001, 12.19374744]]",1.99,3.95,10.97,True
625,mp-561800,KCrO2,4,166,50.75435767810001,"Full Formula (K1 Cr1 O2)
Reduced Formula: KCrO2
abc   :   6.270916   6.270916   6.270917
angles:  28.844782  28.844785  28.844783
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     4e-06     4e-06     4e-06
  1  Cr    0.500001  0.500001  0.500001
  2  O     0.776292  0.776292  0.776292
  3  O     0.223704  0.223704  0.223704",2.93,"[[4.70938149, -0.04402898, -0.28322725], [-0.04402898, 4.75585611, -0.17077107], [-0.28322725, -0.17077107, 3.68388387]]","[[10.54263477, -0.12213807000000002, -0.78542098], [-0.12213807000000002, 10.67152522, -0.47358035], [-0.78542098, -0.47358035, 7.6984650299999995]]",2.09,4.38,9.64,True
626,mp-28069,Ca3AsCl3,7,221,193.59488301,"Full Formula (Ca3 As1 Cl3)
Reduced Formula: Ca3AsCl3
abc   :   5.784928   5.784928   5.784928
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ca    0.5  0    0
  1  Ca    0    0.5  0
  2  Ca    0    0    0.5
  3  As    0    0    0
  4  Cl    0.5  0    0.5
  5  Cl    0.5  0.5  0
  6  Cl    0    0.5  0.5",1.84,"[[4.46139284, 0.0, 0.0], [0.0, 4.46139284, 0.0], [0.0, 0.0, 4.46139284]]","[[11.241349190000001, 0.0, 0.0], [0.0, 11.241026980000001, 0.0], [0.0, 0.0, 11.24099574]]",2.11,4.46,11.24,True
627,mp-570213,LiMgBi,3,216,80.3345053103,"Full Formula (Li1 Mg1 Bi1)
Reduced Formula: LiMgBi
abc   :   4.843274   4.843274   4.843274
angles:  60.000002  59.999998  59.999999
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0     0     0
  1  Mg    0.5   0.5   0.5
  2  Bi    0.25  0.25  0.25",0.36,"[[19.53459053, 1.6499999999999999e-06, 0.0], [1.6499999999999999e-06, 19.53459687, 0.0], [0.0, 0.0, 19.53459353]]","[[25.049759549999997, 0.00026951, -0.00043201000000000003], [0.00026951, 25.05000214, -0.00030555000000000003], [-0.00043201000000000003, -0.00030555000000000003, 25.049710899999997]]",4.42,19.53,25.05,True
628,mp-19448,Ni3TeO6,10,146,107.408417319,"Full Formula (Ni3 Te1 O6)
Reduced Formula: Ni3TeO6
abc   :   5.518451   5.518451   5.518451
angles:  55.852933  55.852925  55.852930
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni    0.013359  0.013359  0.013359
  1  Ni    0.217513  0.217513  0.217513
  2  Ni    0.507157  0.507157  0.507157
  3  Te    0.708328  0.708328  0.708328
  4  O     0.087853  0.80993   0.437124
  5  O     0.80993   0.437124  0.087853
  6  O     0.437124  0.087853  0.80993
  7  O     0.324285  0.613215  0.91281
  8  O     0.91281   0.324285  0.613215
  9  O     0.613215  0.91281   0.324285",1.69,"[[4.72564702, 0.004381599999999999, 0.01203711], [0.00437509, 4.7222736, 0.00826317], [0.01203948, 0.00825972, 4.74198403]]","[[9.77783273, 0.29621839, 0.814458], [0.29621188000000004, 9.54952088, 0.5589657100000001], [0.81446037, 0.558962259999999, 10.883022650000001]]",2.17,4.73,10.07,True
629,mp-4342,KNbO3,5,99,68.4707479205,"Full Formula (K1 Nb1 O3)
Reduced Formula: KNbO3
abc   :   4.028665   4.028665   4.218740
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  K     0.5  0.5  0.505211
  1  Nb    0    0    0.021747
  2  O     0.5  0    0.972551
  3  O     0    0.5  0.972551
  4  O     0    0    0.462741",1.48,"[[6.22195489, 0.0, 0.0], [0.0, 6.22195489, 0.0], [0.0, 0.0, 4.58424932]]","[[11.9141037, -2e-08, -0.00084677], [-2e-08, 11.91409176, -0.00084699], [-0.00084677, -0.00084699, 12.95749636]]",2.38,5.68,12.26,True
630,mp-23067,K2PdCl6,9,225,249.162307533,"Full Formula (K2 Pd1 Cl6)
Reduced Formula: K2PdCl6
abc   :   7.063161   7.063161   7.063161
angles:  59.999997  59.999997  59.999998
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.75      0.75      0.75
  1  K     0.25      0.25      0.25
  2  Pd    0         0         0
  3  Cl    0.234981  0.765019  0.765019
  4  Cl    0.234981  0.765019  0.234981
  5  Cl    0.765019  0.234981  0.765019
  6  Cl    0.765019  0.234981  0.234981
  7  Cl    0.765019  0.765019  0.234981
  8  Cl    0.234981  0.234981  0.765019",1.2,"[[3.5704879, 0.0, 2.9e-07], [0.0, 3.5704879700000003, 2.1e-07], [2.9e-07, 2.1e-07, 3.57048773]]","[[9.84796236, -9.904000000000001e-05, 3.4e-07], [-9.904000000000001e-05, 9.84807171, 2.5e-07], [3.4e-07, 2.5e-07, 9.84799136]]",1.89,3.57,9.85,True
631,mp-773137,KCaBi,6,129,251.000454806,"Full Formula (K2 Ca2 Bi2)
Reduced Formula: KCaBi
abc   :   5.427963   5.427963   8.519238
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  K     0.25  0.25  0.864806
  1  K     0.75  0.75  0.135194
  2  Ca    0.25  0.75  0.5
  3  Ca    0.75  0.25  0.5
  4  Bi    0.25  0.25  0.290459
  5  Bi    0.75  0.75  0.709541",0.83,"[[7.82610366, 0.0, 0.0], [0.0, 7.82610366, 0.0], [0.0, 0.0, 6.33696708]]","[[17.2011477, 3.2999999999999996e-07, -2.7e-07], [3.2999999999999996e-07, 17.20122904, -2.7e-07], [-2.7e-07, -2.7e-07, 9.84744064]]",2.71,7.33,14.75,True
632,mp-9200,K3AuO,5,221,150.46282867,"Full Formula (K3 Au1 O1)
Reduced Formula: K3AuO
abc   :   5.318752   5.318752   5.318752
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  K     0    0.5  0.5
  1  K     0.5  0.5  0
  2  K     0.5  0    0.5
  3  Au    0    0    0
  4  O     0.5  0.5  0.5",0.56,"[[4.95513144, 0.0, 0.0], [0.0, 4.95513144, 0.0], [0.0, 0.0, 4.95513144]]","[[13.98522402, 0.0, 0.0], [0.0, 13.98877225, 0.0], [0.0, 0.0, 13.98597325]]",2.23,4.96,13.99,True
